Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Corbin Burnes","MIL",13,8,16,3.05815,31,31,0,0,191,762,149,70,65,19,52,1,9,233,10.9992,2.44103,4.50598,0.9136,0.305929,0.067894,0.23803501576185226,0.212803,1.0539,0.289329,0.75079,,,2.93846,4.94225,5.04327,14.270000457763672,5.44321,-0.967157,1.34105,"19361"
"Shohei Ohtani","LAA",13,8,14,3.11424,29,29,0,0,167,673,132,63,58,16,51,1,7,208,11.204,2.72407,4.11297,0.852452,0.308836,0.0750883,0.2337472289800644,0.213987,1.09181,0.295728,0.746132,,,2.88338,4.59467,4.02682,8.890000343322754,2.36796,-1.32622,1.06636,"19755"
"Jacob deGrom","TEX",10,6,13,2.87479,24,24,0,0,143,550,104,50,46,14,31,1,4,193,12.1973,1.94863,6.25944,0.884483,0.35142,0.0561423,0.2952771857380867,0.200805,0.942069,0.290447,0.739446,,,2.40935,4.53792,3.80951,29.479999542236328,7.48372,-0.877071,1.61312,"10954"
"Aaron Nola","PHI",13,10,15,3.50128,31,31,0,0,196,788,169,83,76,23,41,1,9,220,10.0653,1.86074,5.40932,1.05642,0.278838,0.0515477,0.22729051113128662,0.228612,1.06621,0.294043,0.713344,,,3.15574,4.52112,3.9917,33.560001373291016,3.79193,-1.15179,1.21177,"16149"
"Carlos Rodón","NYY",13,8,13,3.15444,29,29,0,0,169,676,130,64,59,18,50,1,7,215,11.4583,2.65971,4.30809,0.963958,0.318137,0.0738464,0.24429097771644592,0.209328,1.06326,0.288815,0.747049,,,2.96127,4.43838,4.07486,36.349998474121094,4.7444,-1.30266,1.14458,"16137"
"Max Scherzer","NYM",12,7,14,3.12355,27,27,0,0,166,661,134,63,58,20,36,1,8,201,10.8734,1.94999,5.57611,1.10396,0.304094,0.0545351,0.24955878034234047,0.217903,1.02465,0.288292,0.759046,,,3.08567,4.1994,3.992,46.29999923706055,4.02354,-2.86084,1.26257,"3137"
"Zack Wheeler","PHI",13,9,15,3.37646,30,30,0,0,183,746,163,75,69,18,44,1,7,185,9.07487,2.1486,4.22361,0.896393,0.247987,0.0587145,0.18927258998155594,0.234203,1.12564,0.293881,0.727898,,,3.22791,4.14465,4.00203,56.70000076293945,2.10138,-1.61981,0.855887,"10310"
"Spencer Strider","ATL",13,7,12,3.14943,29,29,0,0,157,630,116,60,55,15,55,1,7,213,12.2257,3.13377,3.90127,0.872614,0.337416,0.0864888,0.2509275749325752,0.203331,1.08744,0.294587,0.742958,,,2.82686,4.13873,3.98094,28.75,4.71873,-1.67152,1.03586,"27498"
"Gerrit Cole","NYY",15,8,17,3.27586,31,31,0,0,194,768,154,77,71,27,49,1,5,243,11.2858,2.2648,4.98313,1.26029,0.316169,0.0634479,0.25272098928689957,0.215231,1.04572,0.284936,0.7651,,,3.25511,4.07538,4.27757,15.680000305175781,4.18756,-2.3206,1.3511,"13125"
"Shane McClanahan","TBR",12,8,14,3.12059,29,29,0,0,172,691,141,65,60,16,47,1,5,195,10.1805,2.46689,4.12685,0.861463,0.281841,0.0682945,0.21354668587446213,0.22049,1.09249,0.290838,0.746602,,,2.9999,4.07512,4.16477,43.13999938964844,4.71637,-1.22181,1.04374,"21483"
"Sandy Alcantara","MIA",12,10,17,3.29484,31,30,0,0,204,829,179,81,75,19,51,2,9,190,8.4084,2.23312,3.76532,0.841608,0.229619,0.0609826,0.16863660141825676,0.232431,1.12629,0.285288,0.731748,,,3.33136,4.07008,4.38797,29.6200008392334,4.95399,0.149661,0.906345,"18684"
"Kevin Gausman","TOR",13,8,15,3.40266,31,31,0,0,179,720,159,73,67,22,38,1,5,200,10.0729,1.93129,5.21563,1.09536,0.277319,0.0531709,0.22414858266711235,0.235084,1.10636,0.301689,0.742984,,,3.18333,4.02162,3.49481,57.31999969482422,3.33505,-1.03776,0.925673,"14107"
"Justin Verlander","NYM",13,8,13,3.23918,27,27,0,0,165,656,136,64,59,21,36,1,6,183,9.97051,1.96547,5.07285,1.12515,0.278624,0.0549245,0.22369931265711784,0.220857,1.04075,0.279985,0.750289,,,3.27968,3.93681,3.80756,43.459999084472656,4.8559,-1.14293,1.14321,"8700"
"Luis Castillo","SEA",13,9,16,3.28359,32,32,0,0,191,786,162,76,70,16,62,2,8,203,9.53002,2.90832,3.27681,0.770175,0.257756,0.0786605,0.1790953204035759,0.225533,1.16766,0.291894,0.735875,,,3.19794,3.93559,3.57545,59.72999954223633,3.01149,-1.66933,0.975946,"15689"
"Logan Webb","SFG",13,10,15,3.57819,32,32,0,0,190,793,182,82,76,13,51,1,9,163,7.71231,2.42421,3.18137,0.637291,0.205428,0.0645722,0.14085566997528076,0.248131,1.22641,0.302542,0.704585,,,3.26218,3.8539,3.44666,111.0999984741211,3.25821,1.0273,0.977093,"17995"
"Max Fried","ATL",14,8,16,3.24013,30,30,0,0,183,747,168,71,66,17,42,2,7,167,8.2412,2.09014,3.94288,0.821145,0.224056,0.0568254,0.16723062843084335,0.240433,1.1502,0.2941,0.742206,,,3.27388,3.74581,4.53463,69.77999877929688,5.69453,0.462031,1.00991,"13743"
"Shane Bieber","CLE",13,9,17,3.34504,30,30,0,0,192,774,169,77,71,22,44,1,6,198,9.30401,2.08738,4.45727,1.033,0.256218,0.0574831,0.19873465597629547,0.232949,1.11107,0.291141,0.743997,,,3.31937,3.69494,3.97281,56.5099983215332,6.24107,-0.949495,0.967463,"19427"
"Brandon Woodruff","MIL",12,8,14,3.30718,30,29,0,0,173,698,141,69,64,21,47,1,7,199,10.3632,2.46139,4.21031,1.0746,0.285579,0.0678286,0.2177504599094391,0.219329,1.08934,0.284394,0.748144,,,3.29853,3.65117,3.90386,34.84000015258789,3.46612,-0.896883,0.956664,"16162"
"Julio Urías","LAD",14,8,13,3.62226,31,30,0,0,179,732,160,78,72,21,44,2,7,173,8.68293,2.22776,3.89761,1.05582,0.236181,0.0605965,0.17558495327830315,0.235162,1.14118,0.285622,0.720317,,,3.56217,3.49146,3.15245,57.220001220703125,6.37703,-0.0833119,0.958133,"14765"
"Alex Cobb","SFG",9,8,10,3.51382,28,28,0,0,155,649,147,66,61,11,46,1,5,151,8.77398,2.69727,3.25292,0.664811,0.232897,0.0715963,0.16130060702562332,0.247046,1.25119,0.313132,0.720365,,,3.12619,3.40396,2.90888,221.19000244140625,3.68615,0.0613328,0.725315,"6562"
"Framber Valdez","HOU",14,8,17,3.28194,31,31,0,0,193,807,171,76,70,15,67,1,10,181,8.45391,3.15172,2.68232,0.677935,0.224166,0.0835716,0.1405939981341362,0.234096,1.23657,0.292615,0.742807,,,3.42483,3.39321,4.0887,79.7300033569336,2.36795,-2.07637,1.31116,"17295"
"Hunter Greene","CIN",9,11,10,3.73626,29,29,0,0,159,656,130,72,66,21,55,1,9,199,11.2668,3.146,3.58131,1.21946,0.302702,0.0845226,0.2181789055466652,0.220596,1.17228,0.293414,0.733819,,,3.58847,3.37057,3.1416,110.02999877929688,3.22458,-0.558096,0.820978,"22182"
"George Kirby","SEA",10,8,12,3.4349,29,29,0,0,156,637,150,65,59,16,30,1,6,154,8.90263,1.75193,5.0816,0.908237,0.241455,0.0475156,0.19393984600901604,0.249033,1.15666,0.310541,0.730582,,,3.14734,3.36944,2.57734,95.97000122070312,3.1532,-1.88705,0.598821,"25436"
"Yu Darvish","SDP",12,9,16,3.78032,29,29,0,0,181,738,158,83,76,23,45,1,9,188,9.33884,2.25389,4.14344,1.1176,0.255159,0.0615816,0.1935778670012951,0.231069,1.12043,0.286493,0.701334,,,3.55611,3.14082,2.75201,76.12999725341797,4.69076,0.798866,1.04554,"13074"
"Nick Lodolo","CIN",8,9,11,3.76584,27,27,0,0,153,643,133,70,64,19,54,1,12,179,10.5133,3.162,3.32488,1.09557,0.278426,0.0837401,0.19468547403812408,0.229616,1.21599,0.300076,0.728003,,,3.64825,3.03868,2.95017,131.5399932861328,4.2438,-0.13492,0.69189,"26378"
"Dylan Cease","CHW",13,9,13,3.50677,31,31,0,0,180,749,145,76,70,22,74,2,7,218,10.8558,3.71068,2.92555,1.11578,0.29045,0.0992802,0.19116945564746857,0.216712,1.21442,0.285998,0.759856,,,3.66628,3.01985,3.45102,42.86000061035156,3.04669,0.0495401,1.13033,"18525"
"Alek Manoah","TOR",13,8,15,3.64498,31,30,0,0,189,778,160,83,76,23,55,1,14,182,8.67664,2.63338,3.29486,1.10017,0.233721,0.0709349,0.1627858430147171,0.225842,1.14158,0.271894,0.722728,,,3.87048,2.97639,3.01499,68.13999938964844,5.24894,0.377283,0.915196,"26410"
"Zac Gallen","ARI",10,8,14,3.50098,30,30,0,0,174,714,147,74,68,20,54,1,8,184,9.52256,2.76929,3.43863,1.01888,0.258043,0.0750425,0.18300066888332367,0.225395,1.15154,0.28401,0.733818,,,3.53748,2.92884,3.53273,71.6500015258789,3.4547,0.372974,0.693139,"19291"
"Joe Musgrove","SDP",10,8,13,3.48958,26,26,0,0,159,653,139,67,62,18,42,2,10,159,9.0039,2.38609,3.77349,1.00757,0.24419,0.064712,0.17947807908058167,0.230732,1.13494,0.285188,0.72939,,,3.54832,2.92398,3.06488,81.48999786376953,2.91431,-0.867533,0.610291,"12970"
"Clayton Kershaw","LAD",10,6,10,3.33659,22,22,0,0,126,504,112,51,47,14,26,1,3,133,9.52875,1.86992,5.09581,0.976287,0.263747,0.0517577,0.21198955923318863,0.235891,1.09959,0.299738,0.735048,,,3.10589,2.91923,2.66164,124.05999755859375,4.2095,-0.72872,0.71579,"2036"
"Cristian Javier","HOU",13,8,12,3.60382,30,30,0,0,171,694,125,74,68,22,66,1,8,205,10.815,3.49109,3.09788,1.18112,0.295886,0.0955123,0.20037328451871872,0.202107,1.12115,0.262301,0.731695,,,3.71481,2.89523,2.86507,57.939998626708984,6.02952,0.0942046,0.97949,"17606"
"Tyler Glasnow","TBR",8,5,9,3.28542,22,22,0,0,121,487,93,48,44,13,40,1,3,153,11.3798,3.00481,3.78721,0.963818,0.314178,0.0829578,0.23122034221887589,0.209001,1.10012,0.287249,0.740197,,,3.05065,2.77195,2.66475,83.62000274658203,3.8487,-0.779002,0.737366,"14374"
"Brady Singer","KCR",10,10,13,3.85354,30,30,0,0,177,746,170,82,76,20,52,1,10,165,8.36464,2.64977,3.15674,0.991234,0.220878,0.0699702,0.15090732276439667,0.248491,1.25218,0.301135,0.716563,,,3.74581,2.75563,2.60144,177.02000427246094,3.26415,-0.990076,0.883314,"25377"
"Drew Rasmussen","TBR",10,8,10,3.58107,31,30,0,0,161,664,146,70,64,18,45,1,5,144,8.03779,2.5079,3.20499,0.990683,0.216815,0.0676492,0.1491660624742508,0.238272,1.18579,0.284261,0.73016,,,3.69319,2.66741,2.85071,162.80999755859375,4.45989,1.28492,0.519381,"25385"
"Charlie Morton","ATL",11,7,11,3.83317,30,30,0,0,170,711,149,79,72,21,57,1,12,190,10.0505,3.03932,3.30683,1.1035,0.266863,0.0807004,0.18616223335266113,0.231644,1.21197,0.296528,0.720002,,,3.70419,2.62828,2.78536,155.94000244140625,2.00164,-1.68053,0.9388,"4676"
"Blake Snell","SDP",10,8,10,3.52092,26,26,0,0,139,575,111,59,54,16,57,1,4,174,11.2252,3.67704,3.05277,1.06466,0.301782,0.0988551,0.20292683690786362,0.215708,1.20616,0.29129,0.750498,,,3.46174,2.62521,2.6285,114.69999694824219,4.73711,-0.322688,0.646445,"13543"
"Jordan Montgomery","STL",10,8,12,3.67647,31,31,0,0,174,717,163,77,71,21,44,1,6,156,8.07487,2.30044,3.51014,1.06822,0.217694,0.0620187,0.1556757315993309,0.244643,1.19322,0.290739,0.72947,,,3.72738,2.62036,2.94663,163,2.7229,-1.14891,0.574847,"16511"
"Kyle Wright","ATL",13,9,13,3.87847,30,30,0,0,176,739,165,82,76,18,56,1,9,163,8.34753,2.87584,2.90264,0.924996,0.220193,0.0758595,0.14433340728282928,0.244599,1.25901,0.297693,0.708976,,,3.70762,2.60377,2.86178,131.6300048828125,2.28468,0.655221,1.20567,"19665"
"Patrick Sandoval","LAA",9,8,11,3.66561,29,28,0,0,159,673,145,71,65,17,60,1,6,160,9.00867,3.40568,2.64519,0.973437,0.236987,0.0895917,0.14739514142274857,0.23913,1.28943,0.29729,0.74404,,,3.75858,2.57922,2.5931,208.88999938964844,2.52175,-0.304448,0.926776,"19447"
"Joe Ryan","MIN",12,9,11,3.97027,29,29,0,0,161,662,139,77,71,21,47,1,8,163,9.12031,2.63815,3.45708,1.18443,0.246414,0.071278,0.17513598501682281,0.229452,1.15806,0.279408,0.696805,,,3.82528,2.57118,1.83477,139.02999877929688,3.14021,-0.296929,0.981223,"21390"
"Pablo López","MIN",10,9,13,3.73602,29,29,0,0,167,693,152,76,70,20,48,2,9,165,8.88538,2.57096,3.45606,1.05531,0.23853,0.069018,0.16951224952936172,0.238521,1.1926,0.292711,0.720888,,,3.67203,2.5498,2.32101,166.9199981689453,2.40164,-0.024477,0.668168,"17085"
"Reid Detmers","LAA",10,9,10,3.97238,30,30,0,0,160,670,144,77,70,20,56,1,7,161,9.08686,3.13574,2.89784,1.10922,0.240563,0.0830145,0.157548189163208,0.236816,1.24893,0.291146,0.71459,,,3.87867,2.54708,2.03084,199.67999267578125,2.61137,0.740542,0.884453,"27468"
"Logan Gilbert","SEA",11,9,13,3.78486,31,31,0,0,178,734,163,81,75,22,48,2,7,172,8.72714,2.42737,3.59531,1.13012,0.235114,0.0653948,0.1697196438908577,0.240178,1.18639,0.290698,0.721637,,,3.7283,2.52985,2.16664,113.79000091552734,2.55045,-1.64754,0.793195,"22250"
"Chris Sale","BOS",9,8,9,3.65334,25,25,0,0,131,542,117,58,53,15,37,1,8,151,10.3533,2.56251,4.04029,1.01642,0.278216,0.0688604,0.20935524255037308,0.236064,1.17887,0.30946,0.722643,,,3.32107,2.50701,2.42297,152.11000061035156,5.45106,-0.258613,0.451031,"10603"
"Lucas Giolito","CHW",11,10,12,3.9587,31,30,0,0,173,720,154,83,76,22,59,1,5,187,9.72491,3.04873,3.18982,1.15986,0.259831,0.0814562,0.17837460339069366,0.23535,1.23042,0.295739,0.716495,,,3.73646,2.50415,2.22833,146.7100067138672,2.66932,0.251246,1.12435,"15474"
"Chris Bassitt","TOR",12,9,14,3.72964,30,30,0,0,177,733,163,80,73,22,47,1,11,157,8.00221,2.38978,3.34852,1.10173,0.214426,0.0640362,0.15038993209600449,0.24088,1.18575,0.28405,0.724893,,,3.90464,2.50379,2.58593,157.10000610351562,4.33091,0.97193,0.777258,"12304"
"Ranger Suárez","PHI",11,8,11,3.83763,30,30,0,0,163,693,158,76,69,15,57,1,6,135,7.44554,3.13567,2.37447,0.834256,0.19448,0.0819048,0.112575463950634,0.250706,1.31872,0.297463,0.719323,,,3.81341,2.49155,2.56384,295.9700012207031,2.22072,0.737694,1.12356,"17277"
"Nestor Cortes","NYY",10,7,11,3.70291,27,27,0,0,154,625,133,69,63,22,42,1,4,159,9.28828,2.43202,3.81917,1.30563,0.254045,0.0665184,0.1875263899564743,0.229405,1.13355,0.277724,0.73764,,,3.83149,2.4843,2.5157,116.69999694824219,3.24133,0.219761,0.67061,"17874"
"Freddy Peralta","MIL",9,6,9,3.68571,26,25,0,0,132,542,104,59,54,16,49,1,6,149,10.1729,3.35551,3.03171,1.0852,0.274983,0.0907024,0.18428083509206772,0.213895,1.16191,0.27418,0.721755,,,3.68364,2.42418,2.27331,144.47999572753906,3.52486,-0.0492549,0.462363,"18679"
"Triston McKenzie","CLE",11,10,13,3.86713,30,30,0,0,178,726,150,83,77,27,54,1,6,184,9.29359,2.72296,3.41304,1.3716,0.253594,0.0743014,0.17929229885339737,0.225103,1.14377,0.269911,0.727342,,,4.03306,2.41676,2.39542,85.94000244140625,4.6254,0.164869,0.973093,"18000"
"Luis Severino","NYY",10,6,10,3.51369,27,27,0,0,145,591,122,62,57,18,42,1,6,157,9.69116,2.61896,3.70038,1.12249,0.264729,0.071541,0.19318810105323792,0.223775,1.12703,0.280649,0.737772,,,3.57473,2.38712,2.69208,104.86000061035156,2.39986,-0.464559,0.62251,"15890"
"Marcus Stroman","CHC",9,10,12,3.86536,30,30,0,0,171,716,168,80,73,19,46,1,6,141,7.40899,2.43664,3.04065,0.996662,0.19662,0.0646638,0.13195639848709106,0.253225,1.2541,0.295865,0.716309,,,3.81611,2.35808,2.42997,266.8999938964844,2.00638,0.216862,0.731308,"13431"
"Zach Eflin","TBR",8,8,10,3.90295,26,26,0,0,143,590,139,67,62,17,31,1,6,123,7.76658,1.94579,3.99148,1.04192,0.208895,0.0523352,0.1565595380961895,0.251491,1.19055,0.296515,0.699267,,,3.6618,2.3528,2.02144,281.1099853515625,2.86339,0.38481,0.398815,"13774"
"Lance Lynn","CHW",10,9,12,3.81573,28,28,0,0,165,681,153,76,70,23,42,1,7,164,8.92172,2.26863,3.93265,1.27763,0.240736,0.0612149,0.1795215718448162,0.241335,1.17457,0.290247,0.731415,,,3.86116,2.34746,2.47227,133.16000366210938,3.04759,0.169952,0.720843,"2520"
"Nathan Eovaldi","TEX",9,7,11,3.84726,27,27,0,0,152,627,147,71,65,21,34,1,6,142,8.40882,1.99548,4.21394,1.25769,0.226257,0.0536926,0.17256450653076172,0.250789,1.19246,0.297137,0.730137,,,3.83654,2.3229,2.02411,236.11000061035156,1.91425,0.440454,0.483635,"9132"
"José Quintana","NYM",8,8,9,3.77493,30,29,0,0,153,647,148,70,64,16,52,1,4,141,8.28595,3.03322,2.73173,0.945033,0.217443,0.0795989,0.13784416764974594,0.250359,1.30554,0.303749,0.733367,,,3.7327,2.30285,2.33208,334.3500061035156,4.5619,1.03231,0.840389,"11423"
"Sonny Gray","MIN",9,8,10,3.80117,28,27,0,0,143,599,127,66,60,16,50,1,7,142,8.92587,3.12797,2.85357,0.994717,0.237123,0.083097,0.15402629226446152,0.234282,1.23485,0.2893,0.71823,,,3.75127,2.28949,1.87656,216.3699951171875,3.07697,-0.197083,0.56095,"12768"
"Jon Gray","TEX",9,10,11,4.01532,29,29,0,0,160,669,146,78,71,21,52,1,7,162,9.07662,2.93821,3.08917,1.1576,0.241473,0.0781677,0.16330566257238388,0.23971,1.23941,0.293599,0.712208,,,3.87136,2.25192,1.78451,195.94000244140625,2.79073,-1.62142,0.889819,"14916"
"Justin Steele","CHC",8,8,10,3.76011,28,27,0,0,143,610,129,65,60,13,57,1,7,141,8.88051,3.57018,2.48741,0.843844,0.232056,0.0932921,0.13876378536224365,0.236891,1.29895,0.29634,0.723508,,,3.68784,2.23789,2.22454,276.7099914550781,1.7683,-0.841686,0.7277,"17312"
"Jesús Luzardo","MIA",8,9,11,3.81943,27,27,0,0,147,613,127,68,62,16,55,1,6,158,9.71366,3.37353,2.87938,1.00206,0.258055,0.0896217,0.16843291372060776,0.229609,1.23916,0.29257,0.718072,,,3.65559,2.2205,2.08755,145.2899932861328,2.30611,1.80943,0.59639,"19959"
"Andrew Heaney","TEX",8,8,8,3.8982,26,26,0,0,133,547,115,63,58,20,37,1,7,160,10.8107,2.52231,4.28602,1.37705,0.29339,0.0684528,0.22493740916252136,0.229669,1.14487,0.295223,0.724295,,,3.68776,2.21183,1.67771,207.11000061035156,4.96813,-0.168646,0.678388,"15423"
"Jeffrey Springs","TBR",10,7,9,3.6704,28,27,0,0,143,589,128,64,58,20,41,1,4,147,9.19652,2.60394,3.53177,1.22417,0.248817,0.0704512,0.17836590111255646,0.234714,1.17876,0.286297,0.744157,,,3.78902,2.2114,2.33231,165.19000244140625,2.43812,0.195316,0.485232,"17677"
"Germán Márquez","COL",10,13,13,4.66566,31,31,0,0,185,795,190,105,96,26,61,2,6,160,7.78672,2.97201,2.62001,1.2691,0.201898,0.0770599,0.12483804672956467,0.260826,1.35352,0.302453,0.68336,,,4.30118,2.16902,2.26647,472.489990234375,5.47952,-0.270043,2.26241,"15038"
"Tyler Anderson","LAA",10,9,12,4.11358,29,29,0,0,171,713,170,85,78,24,42,1,6,136,7.14325,2.19865,3.24893,1.27799,0.190232,0.0585524,0.13167986646294594,0.255404,1.23902,0.288178,0.713513,,,4.20357,2.16225,1.88932,284.1099853515625,5.48588,0.844989,0.928597,"12880"
"Robbie Ray","SEA",11,10,15,3.76867,31,31,0,0,183,752,155,83,76,29,61,1,6,212,10.4278,3.02178,3.45089,1.43314,0.281433,0.0815537,0.1998792439699173,0.226436,1.18464,0.283688,0.758531,,,3.96943,2.13179,2.25817,99,2.53537,-0.698378,1.04274,"11486"
"Kodai Senga","NYM",10,7,10,3.73101,29,25,0,0,147,616,124,66,61,17,59,1,6,158,9.63711,3.58406,2.68888,1.05934,0.256268,0.0953066,0.16096136718988419,0.224597,1.23822,0.283083,0.733734,,,3.81624,2.12692,2.34006,185.32000732421875,5.6331,-0.857073,0.692105,"31838"
"Sean Manaea","SFG",9,9,12,4.09417,29,29,0,0,160,674,158,79,73,22,46,1,6,153,8.59864,2.56569,3.35139,1.24682,0.226899,0.067703,0.15919608622789383,0.254156,1.27329,0.304079,0.721575,,,3.97004,2.08078,1.83731,294.4800109863281,5.01391,-1.12534,1.01139,"15873"
"Garrett Whitlock","BOS",8,6,7,3.8747,33,19,0,1,124,513,118,58,53,15,32,1,4,120,8.73887,2.33493,3.74266,1.08749,0.234087,0.0625454,0.17154110968112946,0.247377,1.21263,0.30143,0.713652,,,3.62563,2.06317,1.80882,278.510009765625,4.24848,0.48247,0.279553,"20191"
"Merrill Kelly","ARI",10,10,13,4.09976,30,30,0,0,182,762,177,90,83,24,53,2,5,155,7.67859,2.6044,2.94832,1.18318,0.203646,0.0690718,0.134573832154274,0.250961,1.261,0.291017,0.711139,,,4.06878,2.05469,2.35877,251.6999969482422,3.79732,1.05408,1.17134,"11156"
"Mitch Keller","PIT",7,11,9,4.37025,29,29,0,0,156,680,156,83,76,15,62,1,9,138,7.92125,3.55974,2.22523,0.888683,0.202378,0.0909469,0.11143113672733307,0.25613,1.39406,0.308184,0.689789,,,3.98716,2.04065,1.32177,370.2200012207031,2.2839,-0.301735,1.54784,"17594"
"José Berríos","TOR",11,9,13,4.21845,31,30,0,0,174,730,169,89,82,25,46,1,9,159,8.22619,2.39561,3.43387,1.30603,0.217925,0.0634634,0.15446145087480545,0.251319,1.23966,0.294336,0.704471,,,4.13305,2.03643,1.43189,231.47999572753906,3.51201,-0.0605505,1.29909,"14168"
"Corey Kluber","BOS",9,9,10,4.50835,28,28,0,0,153,650,162,83,76,21,36,1,8,127,7.48875,2.14955,3.48387,1.24973,0.195583,0.0561396,0.13944348692893982,0.268261,1.302,0.308902,0.683924,,,4.12706,1.999,1.28197,401.760009765625,4.88231,-0.368653,1.36937,"2429"
"Jameson Taillon","CHC",10,10,10,4.28146,30,30,0,0,168,700,166,87,80,24,42,1,6,142,7.6454,2.25137,3.39588,1.29924,0.203298,0.059866,0.14343182742595673,0.254436,1.23982,0.291907,0.696468,,,4.15674,1.99859,1.51227,245.64999389648438,2.79246,-1.77297,1.17411,"11674"
"Eduardo Rodriguez","DET",9,9,11,4.02609,28,28,0,0,156,660,151,76,70,18,51,1,5,143,8.23081,2.94865,2.79139,1.05926,0.216446,0.0775407,0.13890545815229416,0.249873,1.29364,0.299358,0.715228,,,3.89107,1.98401,1.64237,337.29998779296875,2.51646,0.842802,0.963662,"13164"
"Luis Garcia","HOU",12,9,10,3.93882,29,28,0,0,160,663,143,76,70,23,50,1,4,161,9.00326,2.82146,3.19099,1.2905,0.242254,0.0759182,0.1663362681865692,0.234497,1.20185,0.281694,0.725346,,,3.99885,1.97168,1.9342,157.7899932861328,3.95755,0.477417,0.960697,"23735"
"Miles Mikolas","STL",11,11,14,3.91401,30,30,0,0,183,758,178,87,80,24,41,1,8,135,6.65942,2.00083,3.32833,1.18995,0.178716,0.0536954,0.1250206120312214,0.251339,1.19589,0.280321,0.715467,,,4.15149,1.96658,2.45347,238.89999389648438,5.27898,1.19283,0.840537,"9803"
"Roansy Contreras","PIT",7,9,8,4.1831,29,29,0,0,147,620,136,74,68,20,53,1,5,137,8.36635,3.23519,2.58605,1.20922,0.220178,0.0851409,0.13503742963075638,0.242405,1.28737,0.287106,0.711532,,,4.1822,1.95747,1.67329,297.19000244140625,1.63967,-0.304177,0.849385,"22810"
"Martín Pérez","TEX",10,10,13,3.9747,30,30,0,0,174,743,172,83,77,19,61,1,7,143,7.4274,3.18826,2.32961,0.995021,0.192692,0.0827145,0.10997771471738815,0.254139,1.34237,0.297248,0.726122,,,4.08325,1.88984,2.13339,323.95001220703125,3.65455,0.162456,1.35381,"6902"
"Dustin May","LAD",8,6,7,3.60463,28,21,0,0,117,482,98,51,47,13,37,1,7,122,9.40789,2.87716,3.26985,1.0354,0.253909,0.0776517,0.1762576401233673,0.224469,1.15906,0.280856,0.72517,,,3.64996,1.88644,1.98973,160.05999755859375,3.44985,-0.368303,0.378358,"19716"
"Tyler Mahle","MIN",9,8,11,4.02247,28,28,0,0,154,646,139,75,69,21,53,1,6,155,9.01593,3.07977,2.92747,1.21884,0.239486,0.0818067,0.1576797217130661,0.236593,1.24096,0.286799,0.718262,,,4.02214,1.87977,1.6115,255.3300018310547,2.98953,0.355687,0.807056,"16358"
"Alex Wood","SFG",8,8,8,3.75624,39,21,0,0,125,522,118,57,52,14,32,2,8,124,8.91641,2.33797,3.81373,1.01752,0.237341,0.0622333,0.1751078926026821,0.24606,1.20624,0.303863,0.718144,,,3.584,1.87018,1.74977,339.1300048828125,3.38165,-0.106995,0.258905,"13781"
"Grayson Rodriguez","BAL",8,7,8,3.78959,23,23,0,0,118,486,99,54,50,14,40,1,5,125,9.53936,3.01601,3.16291,1.05949,0.25755,0.0814283,0.1761217638850212,0.224168,1.17303,0.281298,0.709519,,,3.65548,1.83811,1.67456,999,4.87753,-0.599178,0.338985,"sa3008130"
"Carlos Carrasco","NYM",10,8,10,4.04076,28,28,0,0,145,612,142,71,65,19,43,1,6,140,8.66746,2.67164,3.24425,1.20152,0.228526,0.0704403,0.1580856591463089,0.252317,1.2755,0.30378,0.723394,,,3.92847,1.81399,1.72693,285.29998779296875,2.16921,-0.81249,0.872722,"6632"
"Graham Ashcraft","CIN",7,9,10,4.38708,28,26,0,0,144,626,153,76,70,16,49,1,8,107,6.70936,3.05715,2.19465,0.993241,0.171169,0.077994,0.09317518025636673,0.26835,1.40317,0.306746,0.699411,,,4.23266,1.72337,1.74333,482.4100036621094,1.99703,0.32857,1.32791,"27552"
"Trevor Rogers","MIA",7,9,7,4.01087,31,25,0,0,130,549,121,63,58,15,46,2,5,134,9.2646,3.1831,2.91055,1.06124,0.243778,0.0837565,0.16002138704061508,0.242767,1.28341,0.302644,0.714465,,,3.76542,1.7213,1.47934,252.60000610351562,3.33214,0.0462963,0.566419,"22286"
"Taijuan Walker","PHI",10,9,10,4.36069,29,29,0,0,157,664,154,83,76,22,48,1,7,129,7.40809,2.77034,2.67407,1.2686,0.194697,0.0728092,0.12188754230737686,0.2521,1.28534,0.28714,0.697321,,,4.34916,1.71244,1.46271,319.5899963378906,3.30008,0.797275,1.2405,"11836"
"JT Brubaker","PIT",7,11,9,4.45585,29,29,0,0,156,670,156,84,77,22,53,1,8,148,8.5362,3.08112,2.77048,1.24196,0.220799,0.0796969,0.1411018967628479,0.256274,1.34163,0.306201,0.699633,,,4.19843,1.69477,1.22165,489.3500061035156,5.79006,-1.15881,1.41751,"17578"
