Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jared Shuster","ATL",1,1,1,4.48334,4,4,0,0,21,91,22,12,11,3,7,0,1,18,7.40937,2.91156,2.54481,1.32923,0.192364,0.0755907,0.116773322224617,0.261017,1.34782,0.296822,0.706676,,,4.4521,0.148716,0.118738,999,1.14384,1.23184,0.918905,"sa3014483"
"Brendan White","DET",2,2,0,4.07676,40,0,0,3,41,173,40,20,18,4,12,1,3,33,7.3889,2.62029,2.81988,0.889186,0.193846,0.0687428,0.12510350346565247,0.252773,1.27216,0.297923,0.687748,,,3.81754,0.148368,0.018302,999,1.17864,-0.400812,0.747042,"sa3010663"
"Chris Paddack","MIN",1,1,0,4.13565,3,3,0,0,11,46,11,5,5,1,2,0,1,9,7.48776,1.86487,4.01517,1.1234,0.19984,0.0497711,0.150068499147892,0.253594,1.19249,0.293825,0.680937,,,3.90494,0.148079,0.153502,740.8300170898438,1.19272,0.0463472,1.16943,"20099"
"Andrew Abbott","CIN",1,1,1,4.4828,3,2,0,0,12,50,11,6,6,2,5,0,0,12,9.03878,3.70963,2.43657,1.25568,0.235142,0.0965054,0.13863661140203476,0.245464,1.3556,0.297786,0.701733,,,4.20053,0.14758,0.168833,999,1.39785,0.440831,1.07472,"sa3017529"
"Joey Wentz","DET",4,5,4,4.57144,20,14,0,1,73,318,70,41,37,10,33,1,3,62,7.56492,3.98951,1.8962,1.23231,0.193664,0.102132,0.0915311872959137,0.248673,1.40311,0.285499,0.702487,,,4.65256,0.146129,0.143717,626.760009765625,2.9731,0.547391,0.347401,"19962"
"Buck Farmer","CIN",2,3,0,4.52974,55,0,1,9,56,246,54,31,28,8,26,1,3,61,9.75193,4.19547,2.32439,1.35908,0.24789,0.106647,0.14124277979135513,0.24786,1.42183,0.306991,0.722692,,,4.4547,0.146087,-0.013825,750.2899780273438,3.23231,-0.956818,0.416302,"14814"
"David Phelps",,2,2,0,4.23672,62,0,0,14,62,267,57,32,29,8,26,1,3,64,9.26621,3.76591,2.46055,1.14832,0.240176,0.0976108,0.1425652727484703,0.24122,1.34036,0.298089,0.713313,,,4.10647,0.145122,-0.140238,999,0.235344,0.198857,0.428576,"6316"
"Jorge Alcala","MIN",3,3,0,3.86762,47,0,0,7,49,204,44,23,21,6,16,1,2,50,9.13936,2.9174,3.13271,1.1148,0.243894,0.0778541,0.16604002565145493,0.237122,1.22555,0.29208,0.720863,,,3.77842,0.143396,0.115043,723.9500122070312,1.45198,-0.0268041,0.708034,"19459"
"Xzavion Curry","CLE",3,3,2,4.55345,29,9,0,2,57,240,55,31,29,9,18,1,2,48,7.53718,2.90153,2.59766,1.4331,0.197849,0.0761642,0.12168442457914352,0.25128,1.29567,0.282991,0.695168,,,4.58627,0.141808,0.126186,750.2899780273438,1.96532,0.678043,0.45788,"25595"
"Max Meyer","MIA",1,2,1,4.24509,7,4,0,0,19,81,18,10,9,3,7,0,1,17,8.11968,3.14665,2.58042,1.37313,0.214634,0.0831778,0.13145628571510315,0.238381,1.25731,0.274294,0.713431,,,4.47853,0.140554,0.116457,748.47998046875,1.27587,-0.331015,1.04199,"27474"
"Jeff Brigham","NYM",2,2,0,4.02312,39,0,0,5,41,176,36,20,18,6,18,1,2,48,10.3821,4.018,2.58389,1.24007,0.270877,0.104833,0.16604407876729965,0.230428,1.31477,0.294933,0.738843,,,4.06738,0.1392,0.0862057,750.6900024414062,2.00051,-0.244533,0.667213,"16631"
"Mark Leiter Jr.",,1,2,0,3.93928,22,0,0,2,27,112,24,13,12,3,9,1,2,29,9.70379,2.9695,3.26782,1.13021,0.256828,0.0785928,0.1782347336411476,0.237958,1.23551,0.299788,0.716949,,,3.7663,0.137849,0.0746916,750.9600219726562,2.32154,-0.406877,0.985225,"15551"
"Thaddeus Ward","WSN",2,2,0,4.20679,37,0,0,3,40,173,37,20,19,5,17,1,2,41,9.12686,3.91289,2.33251,1.01998,0.23477,0.100651,0.1341186910867691,0.241836,1.35979,0.300896,0.709106,,,4.04106,0.136912,0.089763,999,2.59614,-0.520466,0.679791,"sa3008098"
"Griffin Canning","LAA",1,2,1,4.46324,12,3,0,0,26,112,25,14,13,4,10,0,1,26,8.88711,3.53607,2.51327,1.36141,0.229907,0.0914772,0.13842996954917908,0.247823,1.34837,0.296018,0.712067,,,4.42265,0.136718,0.0784473,679.9000244140625,1.24741,-1.2542,0.834807,"19867"
"Chad Green","TOR",2,1,0,3.56926,17,0,0,3,18,74,15,8,7,3,5,0,1,21,10.0272,2.44346,4.1037,1.28605,0.276108,0.0672827,0.20882535725831985,0.219802,1.0885,0.274032,0.739975,,,3.69619,0.136516,0.0972875,750.0700073242188,1.50372,1.73056,1.11653,"15552"
"Victor González","LAD",2,1,0,3.65542,30,0,0,7,28,120,26,12,11,3,11,1,1,27,8.75749,3.57147,2.45207,0.906258,0.227725,0.0928704,0.13485439866781235,0.242598,1.32571,0.300596,0.746354,,,3.80756,0.136436,0.233654,999,1.55088,-0.627525,0.919465,"16408"
"Elieser Hernandez","NYM",2,3,0,4.33197,34,3,0,2,48,199,44,25,23,9,14,1,3,50,9.43446,2.65484,3.55368,1.64426,0.251012,0.0706346,0.18037782609462738,0.24155,1.21857,0.285769,0.722255,,,4.44871,0.136372,0.0917683,735.6300048828125,2.73224,-0.182804,0.663609,"16933"
"Wyatt Mills","BOS",2,2,0,4.30439,39,0,0,6,41,178,40,21,20,4,17,1,2,39,8.53133,3.64795,2.33867,0.921417,0.218608,0.0934753,0.12513229995965958,0.252384,1.38432,0.309902,0.696596,,,3.91912,0.132475,0.0557784,999,2.22688,-0.155245,0.629228,"20010"
"Mason Thompson","WSN",2,5,0,4.24763,47,0,0,5,48,207,47,24,22,5,19,1,2,41,7.77044,3.55864,2.18355,0.984421,0.19881,0.091049,0.10776060819625854,0.255548,1.39088,0.303177,0.709258,,,4.14945,0.1312,0.107715,750.5599975585938,1.49902,0.122875,0.587084,"21850"
"Mauricio Llovera","SFG",1,1,0,4.1223,22,0,0,1,23,98,21,11,11,3,8,1,1,24,9.22559,3.32151,2.77753,1.10317,0.241655,0.0870036,0.15465155243873596,0.240987,1.28981,0.298595,0.708231,,,3.91907,0.128541,0.0714079,999,1.29134,-0.179202,0.968052,"20080"
"John King","TEX",2,3,0,4.02272,38,0,0,6,44,190,47,22,20,4,13,1,2,32,6.54566,2.63685,2.48238,0.835744,0.16914,0.0681363,0.1010037288069725,0.267812,1.35371,0.308183,0.709219,,,3.88272,0.127917,-0.00784677,999,1.71248,0.235047,0.687437,"22051"
"Codi Heuer","CHC",2,1,0,3.9372,27,0,1,4,27,115,26,13,12,3,9,0,1,24,7.81945,3.05149,2.5625,0.903832,0.204421,0.0797741,0.1246468797326088,0.250596,1.30879,0.299713,0.713309,,,3.82166,0.127116,0.0746915,727.27001953125,1.99274,0.902375,0.910956,"23293"
"Zack Thompson","STL",2,2,1,4.01946,28,3,0,1,40,171,37,19,18,4,17,1,2,36,8.02506,3.7618,2.1333,1.00991,0.207794,0.097405,0.11038940399885178,0.242136,1.34452,0.288498,0.723481,,,4.18161,0.124247,0.287906,748.8599853515625,2.26406,-0.645265,0.7331,"25918"
"Thomas Szapucki","SFG",1,1,0,4.03172,22,0,0,3,27,115,24,13,12,3,12,1,1,31,10.3537,4.08222,2.53629,1.10583,0.268505,0.105865,0.16263998299837112,0.234278,1.34086,0.304061,0.730583,,,3.90062,0.123243,0.0746916,999,2.5548,-2.20612,0.894857,"21065"
"Amir Garrett","KCR",2,2,0,4.34966,53,0,1,12,49,213,42,26,23,5,28,1,3,53,9.83608,5.10339,1.92736,0.895121,0.249102,0.129245,0.11985699832439423,0.230423,1.43535,0.298472,0.702124,,,4.07673,0.122586,-0.11638,999,2.78376,-0.805768,0.510406,"14375"
"Cole Waites","SFG",2,1,0,3.70175,28,0,0,2,28,119,23,12,11,3,15,0,1,32,10.4983,4.82746,2.1747,0.872585,0.271967,0.12506,0.14690767228603363,0.220147,1.35503,0.293944,0.74466,,,3.75102,0.122214,0.233701,999,1.79282,-0.203041,0.865847,"25665"
"Erasmo Ramírez","WSN",3,2,0,4.04315,55,0,0,7,63,263,63,31,28,9,16,1,3,50,7.19604,2.22934,3.22788,1.28268,0.190686,0.0590747,0.1316111609339714,0.255989,1.24554,0.28936,0.723927,,,4.2514,0.121151,0.192768,748.1300048828125,2.40443,0.568537,0.591837,"10314"
"Simeon Woods Richardson","MIN",1,2,1,4.53847,7,3,0,0,16,70,16,9,8,2,7,0,0,15,8.21806,3.66414,2.24284,1.21903,0.212985,0.0949625,0.11802292615175247,0.246719,1.35695,0.290718,0.692889,,,4.35924,0.120032,0.00595397,697.5700073242188,1.35603,0.635742,1.00169,"24494"
"John Curtiss","NYM",3,2,0,4.10997,46,0,0,7,47,201,46,24,22,6,17,1,2,47,8.92546,3.15981,2.82468,1.18221,0.233244,0.0825734,0.1506703570485115,0.249035,1.31279,0.303197,0.723203,,,4.00709,0.119536,-0.0135683,999,1.45313,0.624034,0.58465,"16128"
"Ryan Tepera","LAA",3,3,0,4.14465,61,0,5,16,60,254,56,30,28,8,22,1,3,58,8.64674,3.30525,2.61606,1.18007,0.226479,0.0865727,0.13990675657987595,0.242553,1.2959,0.291412,0.715018,,,4.13583,0.117615,0.0441053,666.3200073242188,1.72121,1.02949,0.603388,"10291"
"Wilking Rodriguez","STL",2,1,0,3.879,31,0,0,2,29,123,24,14,13,3,13,0,2,29,8.93439,4.05852,2.20139,0.853749,0.233645,0.106135,0.12750984728336334,0.225188,1.29379,0.281697,0.710873,,,3.87805,0.117419,0.0763348,999,3.92433,0.451909,0.857874,"8801"
"Sean Hjelle","SFG",1,2,1,4.4665,16,2,0,1,26,115,28,14,13,2,10,1,2,20,6.95732,3.30723,2.10367,0.860959,0.17554,0.0834448,0.09209563583135605,0.269884,1.43944,0.314607,0.689391,,,4.10528,0.114612,0.0257659,745.7899780273438,2.19098,-0.634623,0.82495,"21481"
"Taylor Widener",,1,1,0,4.42984,18,1,0,1,24,104,25,13,12,3,8,1,1,23,8.53677,3.01823,2.8284,1.23838,0.220721,0.0780373,0.14268358051776886,0.25925,1.35031,0.310148,0.704263,,,4.15154,0.112842,0.0100748,999,1.18221,-0.640167,0.888519,"19266"
"Nabil Crismatt","SDP",3,2,0,3.83295,52,0,0,8,61,258,59,28,26,8,19,1,3,56,8.22709,2.80346,2.93462,1.10969,0.216718,0.0738487,0.14286945015192032,0.248263,1.26923,0.295866,0.735277,,,3.96793,0.111921,0.312977,749.6300048828125,1.20347,0.41934,0.561445,"17732"
"Peter Lambert","COL",2,3,1,5.4503,20,5,0,1,42,189,48,28,26,6,16,1,2,30,6.47232,3.34634,1.93415,1.32974,0.161289,0.0833901,0.07789872586727142,0.281475,1.50786,0.311849,0.653039,,,4.86299,0.109691,-0.0141016,999,1.9969,1.03446,0.510405,"17969"
"Luis Gil","NYY",1,1,0,3.89822,10,0,0,1,12,50,10,6,5,1,6,0,0,14,10.8309,4.37362,2.47643,0.948455,0.282416,0.114042,0.16837403923273087,0.224024,1.32319,0.301369,0.725036,,,3.64754,0.109224,0.0098969,750.3499755859375,1.27395,0.655325,1.10539,"21052"
"Kirby Snead","OAK",2,2,0,4.214,47,0,0,7,48,206,47,24,22,5,19,1,2,43,8.20744,3.49377,2.34916,0.893945,0.211149,0.0898827,0.12126622349023819,0.253586,1.37344,0.308254,0.700354,,,3.88087,0.108025,-0.147147,999,3.87084,-1.63581,0.576988,"19179"
"Jarlín García","PIT",3,3,0,3.93518,55,0,0,8,58,242,55,28,25,8,18,1,2,51,7.96377,2.72594,2.92148,1.26214,0.211472,0.0723853,0.13908683508634567,0.245958,1.24882,0.285624,0.73498,,,4.18089,0.104506,0.204206,999,2.69517,0.33083,0.637276,"18282"
"Luis Frías","ARI",1,1,0,4.69942,22,0,0,3,23,100,21,13,12,2,11,1,1,24,9.5878,4.44902,2.15504,0.860847,0.245686,0.114005,0.13168034702539444,0.238457,1.4024,0.306906,0.658133,,,3.8093,0.104356,-0.0977269,999,2.27641,-2.12155,0.8188,"21997"
"Jackson Stephens","ATL",2,2,0,4.09417,36,0,0,3,40,171,39,20,18,4,16,1,2,36,8.17743,3.55531,2.30006,0.980336,0.209956,0.0912829,0.11867333203554153,0.253897,1.38189,0.305972,0.721841,,,4.03344,0.104255,0.109247,999,1.82994,1.02325,0.652363,"14420"
"Michael Tonkin","ATL",1,1,0,3.89887,22,0,0,2,21,90,19,10,9,3,8,1,1,24,10.0316,3.40432,2.94672,1.09648,0.263402,0.0893882,0.17401354014873505,0.236166,1.27489,0.302636,0.728058,,,3.77198,0.103822,0.108351,999,2.03149,1.51766,0.977551,"10315"
"Ben Joyce","LAA",1,1,0,3.53349,15,0,1,1,15,63,13,6,6,2,6,0,1,19,11.399,3.582,3.1823,1.20891,0.296513,0.0931757,0.2033376544713974,0.236692,1.29725,0.318937,0.784802,,,3.74227,0.100915,0.168638,999,0.490269,0.749932,1.12074,"sa3020078"
"Matt Festa","SEA",2,2,0,3.94412,50,0,1,7,50,207,43,24,22,7,17,1,2,56,10.0661,2.98725,3.3697,1.3104,0.270066,0.0801454,0.1899203136563301,0.230127,1.19877,0.28818,0.726109,,,3.89203,0.0998964,-0.0303624,750.72998046875,1.83334,-0.912287,0.72776,"19330"
"Zach Greene","NYM",2,1,0,3.95418,25,0,0,2,25,108,23,12,11,3,11,0,1,27,9.54345,3.79196,2.51676,1.03325,0.249388,0.099091,0.15029725432395935,0.233841,1.30645,0.295147,0.723466,,,3.88459,0.0993126,0.073049,999,0.871053,-0.585549,0.912528,"sa1119415"
"Konnor Pilkington","CLE",1,1,1,4.24888,16,4,0,1,28,119,26,14,13,3,13,0,1,24,8.00323,4.11619,1.94433,1.11125,0.205628,0.105758,0.09987036138772964,0.242601,1.38625,0.285999,0.719555,,,4.42601,0.098177,0.171688,750.1300048828125,1.32071,0.122869,0.852646,"21453"
"Chad Kuhl",,4,6,4,5.09986,26,12,0,0,77,340,78,48,44,13,34,1,4,66,7.7343,3.95967,1.95327,1.48858,0.195133,0.0999007,0.0952322706580162,0.259351,1.45545,0.294074,0.685946,,,5.00943,0.0972877,-0.151039,750.7899780273438,2.2719,0.780288,0.722213,"14975"
"Bryan Mata","BOS",1,1,1,4.62324,3,2,0,0,12,53,12,7,6,1,6,0,1,11,8.20149,4.2442,1.9324,0.960184,0.204896,0.106032,0.09886403381824493,0.259038,1.48541,0.313255,0.693873,,,4.27785,0.0971285,0.0418027,999,1.61755,0.930318,1.03334,"sa917784"
"Fernando Cruz","CIN",2,2,0,4.23041,46,1,0,6,45,194,42,23,21,7,20,1,3,48,9.77015,3.94651,2.47564,1.31785,0.250363,0.101131,0.14923284202814102,0.24491,1.3791,0.304444,0.739444,,,4.331,0.0951183,0.219648,999,2.3232,0.446126,0.577262,"7048"
"Tommy Hunter","NYM",1,1,0,3.7514,20,0,0,2,22,93,22,10,9,3,5,0,1,20,7.97998,2.22481,3.58681,1.1745,0.211576,0.0589874,0.15258895605802536,0.255005,1.23985,0.299826,0.744247,,,3.92993,0.094119,0.123244,999,1.55049,2.2594,1.0789,"1157"
"Walker Buehler","LAD",0,0,0,3.58443,1,1,0,0,6,23,5,2,2,1,2,0,0,5,8.4087,2.80151,3.00149,1.0303,0.228979,0.0762885,0.152690552175045,0.227635,1.16598,0.273557,0.728915,,,3.70879,0.0930503,0.177129,749.4400024414062,4.17764,3.10437,1.24941,"19374"
"Adam Scott","CLE",1,1,0,4.16108,28,0,0,3,28,119,26,14,13,3,11,1,1,28,9.2065,3.6582,2.51668,1.03465,0.238224,0.0946581,0.1435658261179924,0.246252,1.3539,0.30724,0.713654,,,3.90086,0.0923705,-0.00342673,999,0.227709,-2.29902,0.874608,"sa3006826"
"Daniel Norris",,2,3,0,4.57131,44,0,0,3,48,208,46,27,25,7,20,1,2,49,9.16964,3.75665,2.44091,1.28768,0.236477,0.0968807,0.13959597051143646,0.245699,1.36203,0.298783,0.697187,,,4.32622,0.0905933,-0.0533215,999,1.77146,0.560127,0.470976,"13475"
"Yunior Marte","PHI",1,1,0,4.47312,31,0,0,2,33,143,31,18,17,4,14,1,2,32,8.7324,3.67506,2.37612,1.07831,0.225305,0.0948204,0.13048461079597473,0.245714,1.35303,0.299455,0.685738,,,4.11476,0.0903942,-0.0803052,999,2.47014,-1.18975,0.743093,"14416"
"Josh Staumont","KCR",3,3,0,4.29685,55,0,1,12,55,241,49,29,26,6,30,1,2,59,9.60915,4.89525,1.96295,0.945067,0.243826,0.124214,0.11961197108030319,0.235276,1.43613,0.300516,0.711484,,,4.10214,0.0886349,-0.111407,747.72998046875,2.38951,-0.762328,0.43839,"18335"
"Tim Hill","SDP",3,2,0,3.99721,56,0,0,11,52,221,50,25,23,5,17,1,3,37,6.43368,3.02898,2.12404,0.877203,0.1674,0.0788118,0.08858775347471237,0.251747,1.31225,0.286687,0.705475,,,4.13372,0.0858311,0.14774,999,1.6511,1.22928,0.624591,"16814"
"Zack Kelly","BOS",1,1,0,4.09482,18,0,0,1,19,80,17,9,9,2,8,1,1,19,9.21741,3.82346,2.41075,0.977227,0.238149,0.0987861,0.13936258107423782,0.241451,1.34792,0.302752,0.71358,,,3.90788,0.0855106,0.0997094,750.7899780273438,1.42445,1.84037,0.977377,"20349"
"Dominic Leone",,2,3,0,3.93302,46,0,1,9,44,191,42,21,19,6,19,1,1,46,9.28679,3.8015,2.44293,1.12227,0.239805,0.0981628,0.14164196699857712,0.24666,1.37191,0.30629,0.749087,,,4.03002,0.0848354,0.098241,999,1.06378,2.71241,0.633226,"13763"
"Ethan Small","MIL",1,2,0,4.31619,25,1,0,1,30,133,27,16,15,3,16,1,2,30,8.96718,4.8697,1.84142,0.974925,0.226906,0.123223,0.10368303954601288,0.236622,1.43998,0.293435,0.713098,,,4.30433,0.0845874,-0.000254423,750.6300048828125,1.49725,0.772272,0.758516,"26364"
"Gavin Williams","CLE",0,0,0,4.45812,4,2,0,0,10,43,9,5,5,1,4,0,0,10,8.8802,3.41785,2.59818,1.21856,0.233652,0.0899293,0.14372321963310242,0.236525,1.27818,0.285101,0.679535,,,4.1726,0.0845712,0.0821913,999,0.845994,0.531544,1.14415,"sa3018106"
"Casey Mize","DET",0,1,1,4.11731,2,2,0,0,9,39,9,5,4,1,3,0,1,7,6.47361,2.52242,2.56643,0.985534,0.169176,0.0659188,0.10325703024864197,0.254525,1.27041,0.287663,0.692102,,,4.18217,0.083956,0.0309068,999,0.893497,0.819057,1.19291,"20492"
"Glenn Otto","TEX",1,1,1,4.63405,9,3,0,0,20,88,19,11,10,3,8,0,1,18,7.78411,3.5875,2.16978,1.27974,0.200602,0.0924525,0.10814947634935379,0.247574,1.35281,0.285204,0.687453,,,4.60313,0.0838105,0.0349313,712.489990234375,1.5716,-2.67992,0.927588,"21366"
"Cole Sulser","ARI",2,2,0,4.1019,39,0,0,5,39,166,36,19,18,5,16,1,1,41,9.4651,3.76296,2.51534,1.13926,0.245479,0.097593,0.1478862538933754,0.243194,1.35,0.303474,0.728697,,,4.01154,0.0833041,0.144737,750.8599853515625,2.11484,0.0565551,0.665507,"15256"
"Mason Englert","DET",2,3,0,4.21257,43,0,0,4,48,202,46,24,22,6,15,1,3,44,8.20047,2.78134,2.94839,1.09833,0.215997,0.0732595,0.14273793250322342,0.247112,1.26087,0.294397,0.689994,,,3.97628,0.0830655,-0.0413361,999,2.21345,0.330025,0.649687,"sa3015036"
"Josh Simpson","MIA",1,1,0,3.99497,22,0,0,1,23,98,19,11,10,2,11,0,1,25,9.84574,4.41973,2.22768,0.883004,0.254544,0.114264,0.14027979969978333,0.225437,1.33513,0.292298,0.711858,,,3.86111,0.0829201,0.0578447,999,0.901023,1.23227,0.935006,"sa1053035"
"Jandel Gustave",,1,1,0,4.0204,23,0,0,1,24,101,23,11,11,2,8,0,1,21,8.03918,3.20209,2.5106,0.947388,0.208799,0.0831667,0.1256318911910057,0.248412,1.31428,0.298333,0.710188,,,3.95294,0.0823044,0.160297,999,1.58383,1.67162,0.967624,"14665"
"Patrick Murphy","MIN",1,1,0,4.16324,15,0,0,1,16,70,15,8,7,1,8,0,1,15,8.63071,4.2905,2.01158,0.763666,0.218584,0.108663,0.10992155224084854,0.248658,1.43649,0.310699,0.708571,,,3.87982,0.081749,-0.0151333,999,2.72401,-1.14465,1.02044,"19712"
"Luis Patiño","TBR",4,4,1,4.61673,41,7,0,1,71,304,68,39,36,11,29,1,3,62,7.84171,3.63782,2.15561,1.36086,0.202503,0.0939425,0.10856038331985474,0.248437,1.36283,0.284692,0.699527,,,4.66761,0.0811384,0.0554134,618.4600219726562,2.24367,0.455839,0.313161,"22815"
"Kevin Herget","CIN",0,1,0,4.87806,13,0,0,1,17,74,19,10,9,3,5,1,1,16,8.16315,2.41913,3.37442,1.38654,0.210678,0.0624339,0.14824418351054192,0.272408,1.35454,0.318562,0.672081,,,4.25961,0.0810583,-0.0610199,999,2.06932,0.255902,1.00158,"15369"
"Dennis Santana","MIN",2,3,0,4.31199,44,0,0,9,45,194,41,23,21,4,22,1,3,43,8.72324,4.38154,1.99091,0.816378,0.222022,0.111518,0.11050408333539963,0.241223,1.40878,0.300955,0.692788,,,3.98398,0.0785534,-0.0961986,999,1.86771,-0.377819,0.516268,"17878"
"Kaleb Ort","BOS",2,2,0,4.60222,40,0,0,2,41,179,39,23,21,5,20,1,2,41,9.06369,4.31921,2.09846,1.06098,0.229515,0.109373,0.1201419085264206,0.247918,1.43588,0.306876,0.692499,,,4.22645,0.0779204,-0.144743,999,3.02958,-1.83977,0.507544,"20061"
"JT Chargois","MIA",3,2,0,3.76564,52,1,0,11,51,215,47,23,21,6,18,1,3,47,8.27816,3.17196,2.60979,1.03723,0.217568,0.0833662,0.1342022567987442,0.240586,1.26999,0.288725,0.735316,,,4.01245,0.077803,0.322798,747.6599731445312,1.95169,0.392335,0.673859,"13767"
"Austin Voth","BAL",3,4,2,4.46387,39,4,0,1,59,254,60,32,29,9,20,1,2,54,8.23499,2.95683,2.78508,1.40376,0.214074,0.0768647,0.13720932602882385,0.257449,1.33399,0.299696,0.712492,,,4.41637,0.0777016,-0.068506,694.8400268554688,3.45299,-0.855753,0.381532,"15047"
"Kody Funderburk","MIN",0,0,0,3.72591,13,0,0,1,14,58,12,6,6,1,5,0,1,13,8.76324,3.26263,2.68594,0.826867,0.230085,0.0856624,0.14442209154367447,0.236306,1.25984,0.294848,0.715912,,,3.6631,0.0768963,0.0947333,999,0.489669,-0.424145,1.18585,"sa3007780"
"James Norwood","NYY",1,1,0,3.94052,14,0,0,1,14,63,13,7,6,1,7,0,1,15,9.53938,4.19766,2.27255,0.863027,0.244856,0.107745,0.13711071759462357,0.239102,1.37769,0.307063,0.725231,,,3.7917,0.0763737,0.0115399,999,2.00922,-1.12498,1.06316,"16440"
"Stephen Ridings","NYM",1,1,0,3.48329,9,0,0,1,9,38,8,4,4,1,3,0,1,10,10.2731,3.36413,3.05371,0.951395,0.273151,0.0894489,0.1837017983198166,0.225615,1.2187,0.295946,0.745315,,,3.50554,0.075731,0.0600078,999,1.96999,1.19968,1.19052,"22358"
"Evan Lee","WSN",0,1,0,4.36661,6,1,0,0,11,48,10,6,5,1,6,0,1,10,8.70669,4.9829,1.74731,0.862027,0.217493,0.124472,0.09302007406949997,0.246316,1.50142,0.305967,0.712378,,,4.22349,0.0752962,0.0286761,999,2.8302,0.507393,1.11239,"24988"
"Sam Moll","OAK",2,2,0,3.74242,52,0,0,14,49,212,43,22,20,5,24,2,2,50,9.16828,4.41821,2.07511,0.962302,0.235922,0.113691,0.12223093211650848,0.232385,1.36885,0.290694,0.752049,,,4.08504,0.0751775,0.12905,999,2.03921,-0.349737,0.694281,"14874"
"Alec Mills",,2,3,2,5.10264,8,7,0,0,42,182,46,26,24,7,12,0,2,27,5.8031,2.51916,2.30359,1.61175,0.148402,0.0644219,0.08397963643074036,0.277067,1.39134,0.292497,0.679523,,,5.15131,0.0740044,-0.0502995,999,2.63774,-0.617457,0.576386,"13834"
"Freddy Tarnok","OAK",1,1,1,4.07632,19,2,0,1,27,113,25,13,12,3,11,1,1,27,9.06597,3.56438,2.54349,1.11022,0.235886,0.0927412,0.14314497262239456,0.242617,1.32501,0.298565,0.722638,,,4.02573,0.0725139,0.0730304,745.4600219726562,2.61283,-1.05722,0.916818,"23324"
"Miguel Castro","ARI",3,3,0,3.91413,58,0,2,13,57,246,50,27,25,6,29,1,3,60,9.48756,4.57455,2.07399,0.894061,0.241977,0.116672,0.12530500441789627,0.234519,1.39766,0.29939,0.734904,,,3.98803,0.071895,0.290568,708.7100219726562,2.19306,-0.891514,0.53066,"15684"
"Parker Mushinski","HOU",1,1,0,4.01301,18,0,0,2,18,78,17,9,8,2,7,0,1,17,8.4734,3.67805,2.30378,0.776118,0.218855,0.0949982,0.12385633587837219,0.2454,1.35177,0.304351,0.704369,,,3.7269,0.0706903,-0.0091776,999,1.77571,-0.0286271,1.02994,"21324"
"Will Harris",,1,1,0,4.054,16,0,0,1,16,69,16,8,7,2,5,0,1,15,8.42596,2.88653,2.91906,1.05488,0.22059,0.0755688,0.14502083510160446,0.252881,1.3023,0.30563,0.714006,,,3.85145,0.0697549,0.0131885,999,1.33591,0.33782,1.07179,"3192"
"Ronny Henriquez","MIN",1,1,0,3.98092,23,0,0,1,25,106,24,12,11,3,8,1,1,24,8.74535,2.82576,3.09487,1.13003,0.230534,0.0744893,0.1560450941324234,0.248566,1.27326,0.301854,0.722086,,,3.86847,0.0697498,0.030102,999,1.22805,0.166482,0.991724,"24094"
"Peyton Battenfield","CLE",2,2,1,4.27739,27,4,0,1,30,127,30,16,14,4,9,1,1,22,6.65577,2.82666,2.35464,1.19005,0.174743,0.074212,0.10053075850009918,0.254284,1.30295,0.28393,0.703467,,,4.38203,0.0696635,0.030409,999,1.18484,0.847191,0.859609,"sa3010133"
"Jared Koenig",,1,1,0,5.71764,3,2,0,0,13,55,13,9,8,1,5,0,0,8,5.78917,3.727,1.55331,0.936603,0.147405,0.0948975,0.052507348358631134,0.265759,1.46377,0.295281,0.586638,,,4.42115,0.0690284,-0.173648,999,5.76164,-2.17206,0.994447,"27517"
"Trey Wingenter",,1,1,0,4.1041,21,0,0,1,20,87,18,10,9,2,9,0,1,22,9.87891,3.97443,2.48562,0.983164,0.25612,0.103041,0.15307924151420593,0.234204,1.32851,0.301421,0.70846,,,3.83365,0.0685372,-0.0172525,999,0.82427,0.548586,0.97736,"17793"
"Ken Giles",,1,1,0,4.20467,29,0,2,1,28,121,26,14,13,3,12,0,1,31,9.74067,3.97292,2.45177,1.07841,0.252749,0.103089,0.14966069906949997,0.238926,1.35219,0.303068,0.712896,,,3.9162,0.0682402,0.0230776,727.2999877929688,1.88313,1.9663,0.851756,"12910"
"Andrew Nardi","MIA",2,2,0,4.30716,33,0,0,2,35,151,31,18,17,5,15,0,2,41,10.5152,3.91303,2.68722,1.29655,0.273973,0.101954,0.1720190942287445,0.234107,1.32121,0.300067,0.715503,,,4.0827,0.0682196,-0.0463033,749.9199829101562,2.73323,-3.1038,0.696529,"25942"
"Aníbal Sánchez",,4,6,3,5.14735,14,14,0,0,71,311,74,44,40,12,29,1,3,51,6.44665,3.64845,1.76695,1.5254,0.162761,0.0921136,0.07064688950777054,0.266203,1.45743,0.287828,0.684975,,,5.22979,0.0663567,-0.071541,999,3.06005,0.828072,0.653122,"3284"
