Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Juan Soto","SDP",152,666,529,147,88,28,2,30,103,91,128,9,100,4,4,0,16,9,3,0.278407,0.192463,0.149717,1.28551,0.42062,0.509516,0.401087,0.930136,0.231109,3.91716,0.290385,,-0.384209,124.394,48.2938,165.321,-0.384209,-0.78,50.12414172291756,-8.913183450698853,6.67806,11.100000381469727,,,,"20123"
"Aaron Judge","NYY",149,647,543,151,81,27,2,41,102,105,93,10,174,6,4,0,10,9,3,0.27811,0.144366,0.268415,0.537848,0.38744,0.560809,0.401304,0.948248,0.282699,3.99347,0.331314,,-0.217949,121.011,47.0483,167.042,-0.217949,-2.07,48.58021545410156,-8.31680417060852,6.3906,3.7899999618530273,,,,"15640"
"Will Smith","LAD",129,528,458,123,71,25,2,25,74,78,54,3,101,10,5,0,7,2,1,0.268018,0.102895,0.190882,0.539052,0.354661,0.496938,0.366003,0.851599,0.22892,3.15593,0.288794,,-0.447904,83.9487,23.591,139.252,-0.447904,7.73,23.624567359685898,13.11756420135498,5.72248,57.790000915527344,,,,"19197"
"José Ramírez","CLE",151,651,572,153,86,34,4,29,94,94,66,10,86,6,6,0,8,22,6,0.267307,0.101545,0.131962,0.7695,0.346616,0.494565,0.357469,0.841181,0.227258,5.84787,0.26704,,1.46109,99.086,24.6726,135.152,1.46109,5.05,27.203511714935303,5.776742041110992,5.63908,3.2699999809265137,,,,"13510"
"Vladimir Guerrero Jr.","TOR",152,659,581,172,100,34,1,37,99,105,67,7,102,7,4,1,16,6,2,0.296755,0.102148,0.154683,0.660365,0.37394,0.548481,0.39276,0.922422,0.251726,3.22995,0.304201,,-0.4515,118.856,43.4757,160.873,-0.4515,0.45,44.70581388473511,-12.062305271625519,5.63201,11.630000114440918,,,,"19611"
"Fernando Tatis Jr.","SDP",116,504,441,124,63,24,2,34,87,86,54,4,135,5,3,0,7,20,5,0.280447,0.107716,0.267287,0.402999,0.363989,0.577743,0.39849,0.941732,0.297296,5.92738,0.325305,,1.3389,93.2202,35.5544,163.545,1.3389,3.69,38.57143843173981,-2.022857189178467,5.619,18.170000076293945,,,,"19709"
"Mike Trout","LAA",139,602,506,130,63,27,3,38,93,96,82,8,176,10,3,1,6,3,1,0.256822,0.136096,0.291768,0.466452,0.368901,0.546065,0.387854,0.914966,0.289244,4.0152,0.310476,,-0.304652,106.265,37.3811,154.928,-0.304652,-5.16,36.9311460852623,-3.561705708503723,5.51824,20.8700008392334,,,,"10155"
"Freddie Freeman","LAD",155,676,586,176,110,38,2,27,99,95,78,9,103,7,5,0,13,9,3,0.300596,0.114744,0.151822,0.755778,0.385941,0.508543,0.383117,0.894484,0.207947,4.11662,0.324109,,-0.189282,116.691,39.3997,150.954,-0.189282,1.89,39.82698814570904,-10.046882033348083,5.51465,14.489999771118164,,,,"5361"
"Ronald Acuña Jr.","ATL",143,633,544,147,83,31,2,31,102,84,75,5,159,10,3,1,8,31,9,0.269573,0.118272,0.250683,0.471798,0.366281,0.504688,0.374306,0.870969,0.235115,5.8573,0.323154,,1.88335,104.772,32.4426,140.811,1.88335,4.88,31.875633239746094,-1.1554884910583496,5.46004,1.8899999856948853,,,,"18401"
"Julio Rodríguez","SEA",145,627,563,156,96,29,4,27,90,80,52,5,149,9,3,1,11,20,5,0.277822,0.0826533,0.237918,0.347402,0.346556,0.489988,0.359171,0.836543,0.212166,6.12658,0.331588,,1.50409,96.3877,24.6378,141.312,1.50409,-1.35,30.674309730529785,0.8819597959518433,5.41167,4.019999980926514,,,,"23697"
"Trea Turner","PHI",152,665,608,175,113,35,5,21,97,80,46,1,118,5,4,1,12,28,6,0.287784,0.0693712,0.176857,0.392246,0.340527,0.468333,0.3498,0.80886,0.180549,6.658,0.324637,,2.66667,97.1724,21.1542,125.05,2.66667,-0.57,22.01513957977295,6.231364905834198,5.31429,2.4600000381469727,,,,"16252"
"Corey Seager","TEX",143,618,547,152,91,31,1,28,80,88,59,5,106,7,5,0,12,2,1,0.277469,0.0956163,0.171182,0.558565,0.352347,0.492237,0.362656,0.844585,0.214768,2.54504,0.296466,,-0.554254,96.6902,25.9896,138.924,-0.554254,-0.45,26.527822732925415,4.151645481586456,5.28892,58.540000915527344,,,,"13624"
"Yordan Alvarez","HOU",140,595,512,147,79,31,2,34,90,98,72,8,126,6,5,0,10,1,0,0.286679,0.120732,0.212538,0.568047,0.377974,0.557206,0.395921,0.93518,0.270527,2.71588,0.315634,,-0.569951,108.783,40.7389,163.039,-0.569951,-0.75,41.64276021718979,-10.269796371459961,5.28406,10.600000381469727,,,,"19556"
"Mookie Betts","LAD",145,645,564,152,87,33,2,29,96,90,68,2,117,8,5,1,9,12,4,0.268799,0.105269,0.180737,0.582445,0.352805,0.492085,0.364723,0.84489,0.223286,4.63448,0.289019,,-0.00399951,101.871,28.1562,138.377,-0.00399951,3.49,28.740299419965595,-3.0359179973602295,4.97622,11.329999923706055,,,,"13611"
"J.T. Realmuto","PHI",136,550,491,131,84,24,4,19,75,66,44,2,121,9,4,1,10,14,4,0.267598,0.0793236,0.219995,0.36057,0.336271,0.448793,0.340871,0.785065,0.181195,5.6283,0.316335,,0.695249,76.5366,13.608,118.945,0.695249,6.77,12.80843210220337,14.667271614074707,4.82897,26.030000686645508,,,,"11739"
"Manny Machado","SDP",152,654,581,154,95,28,1,30,87,93,64,8,121,3,5,1,11,9,4,0.265737,0.0983283,0.185456,0.530196,0.339106,0.475065,0.34851,0.814171,0.209328,3.79117,0.28543,,-0.287327,94.9169,20.139,129.37,-0.287327,-0.13,22.027799159288406,1.6264581680297852,4.7938,14.670000076293945,,,,"11493"
"Alex Bregman","HOU",148,631,538,137,82,30,1,24,83,79,79,2,94,8,6,1,11,2,1,0.255555,0.124663,0.148734,0.838161,0.355534,0.449801,0.351304,0.805335,0.194245,2.68005,0.266105,,-0.637124,92.9937,20.8347,131.54,-0.637124,1.88,21.760498583316803,3.7787333726882935,4.79187,77.6500015258789,,,,"17678"
"Carlos Correa","MIN",143,617,542,146,94,28,2,22,79,75,65,3,120,5,5,1,13,1,0,0.269072,0.105077,0.194995,0.538872,0.349326,0.451018,0.347798,0.800345,0.181947,2.58532,0.305578,,-0.627667,89.2063,18.6524,129.886,-0.627667,-0.81,20.12326616048813,3.5902013182640076,4.55323,127.29000091552734,,,,"14162"
"Adley Rutschman","BAL",133,551,478,120,74,27,2,17,67,64,63,2,104,6,4,0,10,3,1,0.251793,0.115051,0.188511,0.610313,0.344335,0.423096,0.336708,0.767431,0.171303,3.42429,0.286452,,-0.36459,74.8239,11.805,120.899,-0.36459,8.34,12.596500545740128,13.086240768432617,4.53963,70.66999816894531,,,,"26288"
"Paul Goldschmidt","STL",152,651,567,154,93,28,2,32,92,94,74,3,137,4,4,1,12,6,2,0.271669,0.114105,0.211151,0.540396,0.357967,0.49348,0.367406,0.851447,0.221811,3.73687,0.304717,,-0.484152,104.257,29.8197,141.989,-0.484152,1.8,31.273479491472244,-10.099000215530396,4.52292,24.920000076293945,,,,"9218"
"Shohei Ohtani","LAA",143,609,527,144,78,28,3,35,98,90,72,10,156,5,4,0,9,21,6,0.273939,0.118054,0.255564,0.461936,0.36412,0.540151,0.38254,0.904271,0.266212,5.82157,0.32024,,1.28753,104.776,35.1918,151.177,1.28753,0,36.33254396915436,-12.844135284423828,4.50124,8.890000343322754,,,,"19755"
"Xander Bogaerts","SDP",148,633,561,152,101,31,2,18,80,75,59,2,116,6,5,1,14,5,2,0.270361,0.0925165,0.183171,0.505084,0.342835,0.428955,0.336951,0.77179,0.158594,3.81089,0.309351,,-0.343033,86.0677,13.6818,121.466,-0.343033,-0.54,15.445300996303558,5.8235854506492615,4.46945,91.29000091552734,,,,"12161"
"Rafael Devers","BOS",148,643,577,159,92,33,2,32,87,95,56,7,122,6,4,0,12,4,2,0.275245,0.0867706,0.189235,0.458533,0.343415,0.503725,0.36162,0.84714,0.22848,3.46827,0.2976,,-0.476248,99.9656,26.4834,132.599,-0.476248,-0.33,23.09771901369095,-1.4755941331386566,4.41929,20.84000015258789,,,,"17350"
"Austin Riley","ATL",152,651,580,155,91,30,3,32,89,93,56,4,161,10,5,0,10,1,0,0.267357,0.085687,0.24669,0.347346,0.339839,0.491753,0.357147,0.831592,0.224396,3.18739,0.314393,,-0.55742,99.0207,24.5312,129.077,-0.55742,-3.99,21.45031386613846,-1.6391513347625732,4.38138,21.079999923706055,,,,"18360"
"Wander Franco","TBR",140,602,546,153,103,34,4,13,73,69,47,2,61,4,5,0,12,10,3,0.281075,0.0782384,0.100716,0.776825,0.339343,0.427929,0.33395,0.767272,0.146854,4.93571,0.294466,,0.200459,80.3711,11.5695,123.765,0.200459,0.42,16.291188076138496,6.168992429971695,4.37039,89.19000244140625,,,,"23667"
"Brandon Nimmo","NYM",140,614,522,140,97,26,4,12,80,61,75,1,109,13,3,2,15,6,2,0.267852,0.121627,0.177389,0.685652,0.371971,0.406547,0.346056,0.778518,0.138695,4.79824,0.315733,,-0.188952,87.9318,17.7139,129.851,-0.188952,-2.44,21.108285516500473,-0.27515459060668945,4.35672,181.0800018310547,,,,"12927"
"Francisco Lindor","NYM",151,655,582,144,91,28,2,23,82,81,58,3,122,7,5,1,12,13,4,0.248161,0.0889413,0.186099,0.477925,0.321331,0.422367,0.323653,0.743698,0.174207,4.66928,0.274797,,0.335176,82.1493,7.23823,114.532,0.335176,0.7,11.39625871181488,7.702361285686493,4.31959,33.779998779296875,,,,"12916"
"Max Muncy","LAD",136,573,479,113,60,24,1,27,81,80,82,2,141,8,4,0,8,2,1,0.235798,0.142513,0.245865,0.57964,0.353535,0.463409,0.355468,0.816943,0.22761,3.19203,0.271526,,-0.473401,86.3639,20.8205,132.049,-0.473401,-0.21,20.869995802640915,0.5760894864797592,4.27666,138.25,,,,"13301"
"Alejandro Kirk","TOR",123,489,429,118,80,21,0,16,61,61,51,2,59,5,4,0,13,0,0,0.274574,0.103492,0.120927,0.855827,0.355552,0.440294,0.347857,0.795846,0.16572,1.59479,0.283926,,-0.565669,70.749,14.8112,129.172,-0.565669,8.34,15.493339121341705,9.630069255828857,4.27381,104.69999694824219,,,,"22581"
"Jose Altuve","HOU",144,631,560,149,94,28,2,24,87,78,61,1,109,6,3,1,13,10,3,0.265883,0.0972033,0.171973,0.565225,0.342765,0.452654,0.346236,0.795419,0.186771,4.49138,0.290333,,0.098678,90.4623,18.2956,127.962,0.098678,-0.98,19.95733778178692,0.47056353092193604,4.25543,37.75,,,,"5417"
"Bo Bichette","TOR",151,658,607,170,112,32,3,22,89,81,42,1,134,4,4,1,13,16,5,0.279531,0.0635267,0.204163,0.311156,0.327999,0.45115,0.337585,0.779149,0.171619,5.22869,0.324955,,0.464525,89.7446,14.5446,121.92,0.464525,-4.42,16.68671405315399,2.5584254264831543,4.21995,13.829999923706055,,,,"19612"
"Kyle Tucker","HOU",152,630,562,150,84,33,3,30,92,89,58,5,110,4,6,0,8,17,5,0.267073,0.0915527,0.173978,0.52623,0.336123,0.497517,0.356049,0.83364,0.230444,5.38832,0.280572,,0.800056,95.2066,23.1731,134.89,0.800056,1.26,25.53332108259201,-5.86666464805603,4.17161,6.099999904632568,,,,"18345"
"Bryan Reynolds","PIT",150,639,562,154,97,31,4,22,82,84,64,5,134,9,4,0,12,7,2,0.274122,0.0996165,0.210483,0.473277,0.354995,0.461409,0.35333,0.816405,0.187287,4.45083,0.322174,,-0.106629,95.1722,22.1206,128.399,-0.106629,-1.74,20.972812242805958,-4.00420880317688,4.0385,92.08000183105469,,,,"19326"
"Willson Contreras","STL",126,517,444,115,70,22,2,21,72,66,53,1,117,16,3,1,12,6,2,0.258857,0.101569,0.226791,0.44785,0.356463,0.458645,0.356199,0.815109,0.199789,4.52602,0.304601,,-0.236934,78.2137,19.0837,134.326,-0.236934,-4.27,20.386193171143532,0.27503108978271484,3.99612,96.13999938964844,,,,"11609"
"Willy Adames","MIL",145,624,560,138,80,28,2,28,80,83,57,2,170,3,3,1,9,7,3,0.246654,0.090718,0.271997,0.333525,0.31712,0.455632,0.334023,0.772752,0.208978,4.26916,0.30026,,-0.180413,83.3343,12.0272,115.233,-0.180413,-1.07,10.856258988380432,5.647731423377991,3.93582,93.44000244140625,,,,"15986"
"Kyle Schwarber","PHI",144,618,528,126,60,24,1,41,91,103,80,4,179,7,3,0,9,4,2,0.238128,0.129008,0.289244,0.446017,0.343565,0.518152,0.368848,0.861717,0.280023,3.36334,0.272594,,-0.338664,99.7612,29.0396,138.075,-0.338664,-3.19,27.02102020382881,-10.55057954788208,3.91421,57.369998931884766,,,,"16478"
"Matt Chapman","TOR",150,624,546,122,63,27,2,30,82,85,67,0,178,8,4,0,8,3,1,0.224017,0.106699,0.285698,0.373466,0.315329,0.447345,0.332072,0.762674,0.223328,3.83308,0.26996,,-0.330956,82.4492,11.0715,118.028,-0.330956,1.49,12.332805126905441,3.809675931930542,3.7824,154.67999267578125,,,,"16505"
"Michael Harris II","ATL",144,597,549,149,96,31,5,17,82,67,38,3,132,6,3,1,12,19,4,0.271901,0.0643687,0.221725,0.290308,0.325187,0.438335,0.330455,0.763522,0.166434,6.3863,0.328995,,1.57878,78.1382,9.82857,110.827,1.57878,4.38,9.093220114707947,6.607901096343994,3.75892,30.079999923706055,,,,"25931"
"Marcus Semien","TEX",154,675,606,148,86,33,3,26,85,80,58,0,141,3,5,1,8,16,5,0.244275,0.0859524,0.209135,0.41099,0.310976,0.437848,0.325178,0.748824,0.193574,5.21069,0.275078,,0.795851,85.4662,8.27621,112.465,0.795851,1.11,10.264777898788452,4.030219197273254,3.7584,33.060001373291016,,,,"12533"
"Nolan Arenado","STL",150,638,574,144,90,28,2,25,76,83,54,4,84,4,6,1,9,3,2,0.250736,0.084548,0.131168,0.644579,0.317004,0.433701,0.324647,0.750705,0.182965,3.07053,0.253084,,-0.501359,80.5534,7.55733,112.752,-0.501359,3.62,8.956419229507446,5.359259128570557,3.75823,35.25,,,,"9777"
"Sean Murphy","ATL",134,540,477,118,71,26,1,21,67,68,49,1,120,10,4,1,11,1,0,0.248119,0.0903058,0.221316,0.408041,0.327967,0.435431,0.333021,0.763398,0.187312,2.22162,0.286682,,-0.510269,71.7688,9.99005,112.581,-0.510269,5.71,7.386895596981049,10.059268474578857,3.74038,120.08000183105469,,,,"19352"
"Dansby Swanson","CHC",151,648,583,146,90,31,3,23,80,78,52,1,167,5,4,3,9,13,4,0.250565,0.080665,0.257077,0.313777,0.314936,0.431148,0.324165,0.746083,0.180583,4.94206,0.309311,,0.33346,81.4914,7.42058,109.317,0.33346,-0.9,7.345671713352203,6.086527466773987,3.69868,81.70999908447266,,,,"18314"
"Bobby Witt Jr.","KCR",148,636,586,155,93,34,6,23,85,78,38,2,134,6,5,1,7,25,5,0.263693,0.0596029,0.210599,0.283016,0.312582,0.45747,0.331157,0.770052,0.193777,6.89065,0.302984,,2.37344,83.6025,10.8258,113.447,2.37344,-3.88,12.004301309585571,2.716456890106201,3.67404,9.649999618530273,,,,"25764"
"Yandy Díaz","TBR",135,575,493,138,98,23,2,15,72,64,73,3,72,4,3,1,16,3,1,0.279167,0.126906,0.125241,1.01329,0.374491,0.422807,0.351398,0.797298,0.14364,3.28474,0.299942,,-0.566093,84.7073,19.0115,136.083,-0.566093,1.01,22.762503266334534,-6.177698850631714,3.66267,254.58999633789062,,,,"16578"
"Jorge Polanco","MIN",138,589,519,131,79,27,3,22,76,70,59,2,121,4,5,1,8,9,2,0.251816,0.0998178,0.204724,0.487572,0.330273,0.441831,0.335486,0.772104,0.190015,4.62004,0.284903,,0.162082,79.3801,12.0423,121.194,0.162082,-1.18,14.207212328910828,1.050587773323059,3.57136,151,,,,"13152"
"Pete Alonso","NYM",154,657,573,145,85,26,1,33,84,102,65,9,134,13,5,1,11,3,1,0.253572,0.0983239,0.20409,0.481768,0.340085,0.476881,0.349685,0.816966,0.223309,2.6941,0.272288,,-0.543264,95.9713,20.8458,132.332,-0.543264,-0.98,24.136329650878906,-12.980777263641357,3.49222,19.700000762939453,,,,"19251"
"Tyler O'Neill","STL",133,547,487,122,68,25,3,26,78,74,48,1,158,8,4,0,7,15,4,0.249439,0.0881334,0.287809,0.306222,0.324519,0.471239,0.343657,0.795758,0.221799,5.89069,0.311313,,1.04555,77.331,14.7453,125.75,1.04555,-1.37,17.42028784751892,-2.7263416051864624,3.47633,100.58999633789062,,,,"15711"
"Jonah Heim","TEX",108,413,374,86,52,18,1,16,45,50,33,1,82,2,3,0,7,2,1,0.229699,0.0798068,0.197433,0.404223,0.294143,0.408371,0.305881,0.702514,0.178673,2.84936,0.250215,,-0.265033,46.0027,-1.26927,98.8417,-0.265033,12.75,-0.803870439529419,20.168558597564697,3.41573,250.02999877929688,,,,"16930"
"Luis Arraez","MIA",135,570,512,152,114,28,3,7,66,60,51,2,45,3,4,0,14,5,2,0.296529,0.0885748,0.0790762,1.12012,0.360511,0.403085,0.335558,0.763596,0.106556,3.88384,0.312554,,-0.404703,76.9246,11.6973,119.076,-0.404703,1.29,12.237909495830536,-0.26317834854125977,3.27244,213.57000732421875,,,,"18568"
"Matt Olson","ATL",154,660,572,143,80,27,2,34,90,95,74,6,144,9,4,0,11,2,1,0.250137,0.112421,0.218977,0.513391,0.342885,0.483103,0.354813,0.825988,0.232965,3.12053,0.273388,,-0.512984,99.0763,23.6245,127.481,-0.512984,0.23,20.555381059646606,-11.623009219765663,3.26888,46.779998779296875,,,,"14344"
"Oneil Cruz","PIT",134,573,521,129,74,28,4,23,78,72,46,1,165,4,3,0,9,18,4,0.247879,0.0800696,0.28758,0.278425,0.311672,0.447914,0.328501,0.759586,0.200034,6.62167,0.317027,,1.74125,74.097,8.54186,111.421,1.74125,-2.67,9.348761677742004,2.47792911529541,3.26702,72.30000305175781,,,,"21711"
"Tommy Edman","STL",147,622,570,149,103,30,4,11,79,60,41,2,102,6,4,1,11,25,6,0.261359,0.0658324,0.163255,0.40325,0.316001,0.389376,0.308901,0.705378,0.128018,6.3037,0.298277,,1.95442,70.7395,-0.417685,101.985,1.95442,0.37,3.389311194419861,6.762594819068909,3.26425,76.02999877929688,,,,"19470"
"Corbin Carroll","ARI",133,553,492,124,78,27,7,13,72,58,51,3,141,7,3,1,9,17,3,0.252618,0.0916551,0.255283,0.359033,0.328677,0.413249,0.32362,0.741926,0.160632,7.0197,0.327096,,1.59273,69.3438,6.09661,106.807,1.59273,8.59,5.967056632041931,6.4381654262542725,3.25646,66.37999725341797,,,,"25878"
"Taylor Ward","LAA",140,590,517,136,82,28,2,24,81,73,62,2,136,7,4,1,9,6,2,0.263925,0.10568,0.230005,0.459469,0.348512,0.465833,0.353416,0.814345,0.201908,4.23664,0.311633,,-0.152247,87.9829,20.4806,130.616,-0.152247,-1.99,20.185979455709457,-8.36484408378601,3.21533,115.6500015258789,,,,"17548"
"Luis Robert Jr.","CHW",126,537,493,138,88,28,2,20,73,68,32,2,111,7,4,1,9,12,4,0.279557,0.0599208,0.207419,0.288887,0.330695,0.468292,0.344484,0.798987,0.188735,4.96931,0.321781,,0.42145,76.214,14.8179,125.577,0.42145,-4.24,15.875248402357101,-2.65492582321167,3.18366,47.439998626708984,,,,"20043"
"Ozzie Albies","ATL",141,597,546,141,84,32,3,22,80,74,40,2,114,5,5,0,7,17,5,0.258227,0.0675032,0.191149,0.353143,0.31232,0.450524,0.328866,0.762844,0.192296,5.64724,0.286174,,1.02645,77.3301,9.06793,109.74,1.02645,0.26,7.781860709190369,2.2291136980056763,3.16001,57.709999084472656,,,,"16556"
"Andrés Giménez","CLE",146,590,532,138,93,26,4,15,76,63,35,3,126,16,4,3,11,22,5,0.259076,0.0594145,0.21428,0.277275,0.322557,0.40704,0.318732,0.729596,0.147963,6.63721,0.312134,,1.94362,71.6825,4.2124,107.805,1.94362,1.53,7.126022696495056,4.133985996246338,3.15548,84,,,,"19950"
"Anthony Rendon","LAA",120,507,437,110,69,24,1,17,63,58,58,3,85,6,4,1,8,2,1,0.252346,0.115277,0.168403,0.684531,0.344978,0.428396,0.337986,0.773374,0.17605,2.84452,0.274867,,-0.460113,69.2947,11.3659,119.723,-0.460113,1.66,10.78359630703926,2.5965054631233215,3.09904,236.6300048828125,,,,"12861"
"Gunnar Henderson","BAL",141,583,517,127,81,27,4,16,71,62,57,1,158,5,4,0,11,9,2,0.246253,0.097153,0.271071,0.358405,0.324808,0.404177,0.319923,0.728985,0.157923,5.01715,0.321299,,0.418651,71.4043,4.71516,109.049,0.418651,0.32,6.357239484786987,4.420232594013214,3.08197,89.80999755859375,,,,"26289"
"Daulton Varsho","TOR",138,556,498,118,66,25,3,25,75,71,47,1,135,7,3,1,8,13,3,0.237612,0.0839443,0.242648,0.345951,0.310131,0.446915,0.327929,0.757047,0.209303,5.47769,0.273787,,0.894524,71.6127,8.03193,115.103,0.894524,5.26,10.344808578491211,1.1705431938171387,3.06854,39,,,,"19918"
"Brandon Lowe","TBR",125,522,458,109,61,24,2,21,64,69,53,2,133,8,3,0,7,4,1,0.23762,0.101135,0.254038,0.39811,0.324333,0.439773,0.332547,0.764106,0.202153,4.03598,0.284569,,-0.144179,69.1563,9.45709,122.774,-0.144179,-0.22,13.235949888825417,-0.8932747542858124,3.04189,172.1699981689453,,,,"18882"
"Amed Rosario","CLE",146,625,587,163,120,30,4,9,75,66,30,0,105,4,4,1,14,14,4,0.27822,0.0477777,0.168414,0.283691,0.315084,0.391969,0.30908,0.707052,0.113749,5.49983,0.323012,,0.706587,71.1674,-0.330756,100.991,0.706587,0.8,1.403744101524353,7.5540273785591125,3.03155,117.22000122070312,,,,"15518"
"Ketel Marte","ARI",138,582,519,138,87,32,2,17,70,73,53,3,99,5,4,0,12,4,1,0.265834,0.0916361,0.170911,0.536163,0.338082,0.432776,0.335182,0.770858,0.166942,3.75961,0.29792,,-0.363299,78.2972,11.7587,114.712,-0.363299,-0.22,9.583444952964783,-0.4396647661924362,3.01571,204.19000244140625,,,,"13613"
"George Springer","TOR",131,578,509,128,76,26,2,24,78,73,57,1,121,7,3,1,10,9,3,0.25177,0.0982075,0.210196,0.467217,0.333287,0.450886,0.341581,0.784173,0.199116,4.50715,0.284751,,0.0804289,80.6877,14.614,124.742,0.0804289,-1.32,16.16843780130148,-6.452051520347595,2.95256,79.05999755859375,,,,"12856"
"Byron Buxton","MIN",119,501,449,107,53,24,3,27,71,70,42,1,153,7,3,1,5,9,2,0.238813,0.0834694,0.305572,0.273158,0.311652,0.485653,0.342684,0.797306,0.24684,5.49701,0.295111,,0.510312,70.3853,13.1077,126.276,0.510312,0.42,15.321629405021667,-3.2394445836544037,2.94371,99.94999694824219,,,,"14161"
"Cal Raleigh","SEA",119,454,410,87,45,19,1,21,50,60,37,1,130,4,3,0,5,2,1,0.211799,0.0806354,0.285629,0.282308,0.280932,0.4195,0.303547,0.700432,0.207701,2.80631,0.249599,,-0.245643,49.636,-2.23373,102.043,-0.245643,8.64,0.7972430735826492,12.760194301605225,2.94045,160.9199981689453,,,,"21534"
"Randy Arozarena","TBR",145,619,552,140,88,29,3,21,84,70,49,2,147,14,4,1,11,27,8,0.253589,0.0785612,0.237118,0.331317,0.32715,0.4289,0.329916,0.75605,0.175311,6.12801,0.307186,,1.70038,80.7054,9.91959,120.917,1.70038,-0.39,16.271548748016357,-8.062498688697815,2.93211,37.560001373291016,,,,"19290"
"Jeff McNeil","NYM",142,585,528,146,106,29,3,8,65,62,41,2,70,12,4,0,13,3,1,0.275736,0.0693563,0.119397,0.580888,0.338479,0.388437,0.32024,0.726916,0.112701,3.62807,0.302213,,-0.453127,71.8012,4.87943,112.198,-0.453127,-0.33,7.841442346572876,0.3503352701663971,2.92759,194.86000061035156,,,,"15362"
"Tim Anderson","CHW",131,577,541,156,116,28,2,10,72,59,27,1,107,4,3,1,14,18,6,0.289162,0.0467291,0.185846,0.251439,0.326316,0.405275,0.319732,0.731591,0.116113,5.2465,0.342812,,0.761417,70.5492,4.57715,108.103,0.761417,-2.82,6.021898865699768,3.2466204166412354,2.90257,91.88999938964844,,,,"15172"
"Yasmani Grandal","CHW",95,372,313,68,45,11,0,12,41,39,51,1,82,3,3,0,7,0,0,0.216413,0.137658,0.219911,0.625972,0.329485,0.363112,0.310657,0.692597,0.146698,1.66493,0.252643,,-0.424554,42.8413,0.269405,101.696,-0.424554,8.49,0.2858032286167145,15.027526378631592,2.85289,272.8900146484375,,,,"11368"
"Luis Urías","MIL",140,570,498,119,75,24,1,19,68,65,57,1,119,11,4,1,11,4,2,0.23873,0.100816,0.208344,0.48389,0.328165,0.407374,0.324082,0.735538,0.168644,3.28842,0.274209,,-0.467494,71.6881,6.4934,108.435,-0.467494,0.15,5.120313376188278,2.6203347742557526,2.82687,243.41000366210938,,,,"16622"
"Gleyber Torres","NYY",136,573,517,130,82,25,1,22,71,70,46,2,132,4,5,1,8,11,4,0.251669,0.0807174,0.229674,0.351443,0.31505,0.433645,0.324386,0.748695,0.181976,4.23715,0.292854,,0.0451019,72.2251,6.668,112.74,0.0451019,-0.21,8.264089349657297,0.11148799955844879,2.79667,113.79000091552734,,,,"16997"
"Masataka Yoshida","BOS",119,505,443,125,80,28,1,16,64,63,53,6,61,6,3,0,11,2,1,0.2831,0.104241,0.120176,0.867399,0.364741,0.45887,0.356115,0.823612,0.17577,2.90166,0.296463,,-0.36611,76.3587,18.6054,128.712,-0.36611,0,15.952664971351624,-5.82088565826416,2.75284,213.44000244140625,,,,"31837"
"Cedric Mullins","BAL",145,626,564,141,90,28,4,19,82,66,49,2,116,7,4,2,9,28,6,0.250162,0.0774942,0.185509,0.417738,0.315412,0.415939,0.318764,0.731351,0.165777,6.42406,0.281739,,2.35559,76.0804,4.48578,108.231,2.35559,-4.29,8.154795408248901,-2.0497066974639893,2.73485,49.52000045776367,,,,"17929"
"Christian Yelich","MIL",144,624,531,135,92,25,3,15,82,60,83,4,143,6,3,1,14,16,4,0.254726,0.132725,0.22956,0.578171,0.359731,0.399154,0.335536,0.758885,0.144428,5.34853,0.319843,,0.699818,84.1552,12.7878,116.268,0.699818,0.4,12.496318638324738,-7.457195848226547,2.73392,122.30000305175781,,,,"11477"
"Jazz Chisholm Jr.","MIA",132,556,498,118,69,23,5,21,77,64,48,1,159,6,3,1,6,29,6,0.236167,0.0859128,0.286011,0.300382,0.309045,0.428186,0.320687,0.737231,0.192019,7.31341,0.300427,,2.72969,68.3705,4.82987,108.907,2.72969,-1.89,8.480446100234985,-1.2430875897407532,2.72292,42.189998626708984,,,,"20454"
"Seiya Suzuki","CHC",133,558,482,125,77,26,3,19,72,65,63,3,127,7,4,2,9,9,3,0.258352,0.112601,0.227435,0.495092,0.349657,0.439409,0.344014,0.789066,0.181057,4.61846,0.311197,,0.0295957,78.9811,15.1881,122.889,0.0295957,-1.04,14.86603295058012,-7.712676048278809,2.7219,109.87000274658203,,,,"30116"
"Eugenio Suárez","SEA",144,605,526,110,60,21,0,28,69,79,67,1,198,8,4,1,8,1,0,0.208775,0.110585,0.327918,0.337233,0.304738,0.411447,0.314188,0.716185,0.202671,1.96723,0.268528,,-0.532677,71.3371,2.13563,109.555,-0.532677,-1.09,5.974412798881531,0.5338388681411743,2.70719,158.3699951171875,,,,"12552"
