Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Nate Eaton","KCR",73,263,239,56,39,12,2,4,28,22,17,0,61,3,2,1,4,8,2,0.235196,0.0651656,0.234168,0.278285,0.292421,0.348792,0.28307,0.641213,0.113596,5.83255,0.297796,,0.587979,24.4579,-5.56418,79.4987,0.587979,4.36,-5.4691420793533325,2.0649027824401855,0.520587,567.9000244140625,,,,"25055"
"Mike Brosseau","MIL",49,168,150,35,22,7,1,5,19,19,13,0,45,3,1,0,3,1,0,0.233113,0.0803137,0.269101,0.298452,0.307541,0.393318,0.308089,0.700859,0.160205,4.02805,0.295593,,-0.0872924,18.9847,-0.22105,97.5002,-0.0872924,-0.18,-0.5751214027404785,-0.18000004681887205,0.514058,750.02001953125,,,,"19683"
"Connor Wong","BOS",46,149,138,32,20,7,1,4,16,15,8,0,44,1,1,0,2,2,1,0.230066,0.0556708,0.29806,0.186777,0.27942,0.373965,0.286096,0.653385,0.143899,4.63338,0.30736,,0.0269852,14.2324,-2.79828,79.2806,0.0269852,0,-3.4456052891910076,3.5622684955596924,0.510324,697.3800048828125,,,,"19896"
"Garrett Hampson",,46,142,129,30,21,5,1,3,16,12,10,0,37,1,1,1,2,6,1,0.232404,0.0734158,0.262679,0.279488,0.292464,0.35112,0.284592,0.643584,0.118716,6.59556,0.302996,,0.540799,13.3799,-2.8334,84.227,0.540799,-0.01,-2.057620406150818,2.0968518164008856,0.505013,709.5399780273438,,,,"19262"
"Carlos Santana","PIT",122,505,435,97,61,20,1,16,55,58,64,2,86,2,3,0,10,1,0,0.222404,0.125797,0.169598,0.741738,0.322573,0.379273,0.311163,0.701846,0.156868,2.40336,0.240575,,-0.469389,58.3167,0.568765,99.5666,-0.469389,-0.12,-0.7236930429935455,-11.514723889529705,0.499076,425.9800109863281,,,,"2396"
"Emmanuel Rivera","ARI",79,300,276,68,45,15,1,8,33,35,19,0,67,3,2,1,6,2,1,0.247489,0.0629737,0.223936,0.281213,0.300602,0.391616,0.302799,0.692218,0.144127,3.63523,0.298833,,-0.180885,32.6336,-1.65492,92.5699,-0.180885,-0.22,-2.7695101499557495,-2.5772235095500946,0.497922,685.2999877929688,,,,"19890"
"Jake Burger","CHW",53,209,191,46,29,9,1,8,24,25,13,1,55,3,1,0,4,0,0,0.240712,0.0630214,0.265152,0.23768,0.297856,0.414449,0.309676,0.712305,0.173737,2.84533,0.296738,,-0.161026,23.853,-0.0115896,101.003,-0.161026,-0.38,0.07456947863101959,-1.9827300310134888,0.497588,606.5900268554688,,,,"22275"
"Brett Baty","NYM",49,196,176,42,30,8,0,4,21,20,16,0,52,2,1,0,5,1,0,0.238442,0.0822996,0.2671,0.308123,0.308507,0.354152,0.294722,0.662659,0.11571,3.2677,0.314556,,-0.0984119,20.043,-2.33598,94.7493,-0.0984119,-0.52,-1.2923539280891418,-0.6275969967246056,0.489789,403.3999938964844,,,,"26123"
"Eric Haase","DET",89,334,305,67,40,13,2,13,35,40,24,0,101,3,2,0,4,1,0,0.219955,0.0718313,0.301421,0.238309,0.281191,0.397446,0.295702,0.678637,0.177491,3.20945,0.281308,,-0.208546,34.4797,-3.72807,92.95,-0.208546,-6.56,-2.8594076931476593,-3.122645139694214,0.489321,287.4599914550781,,,,"14111"
"Sam Haggerty","SEA",58,197,176,39,26,8,1,4,22,15,16,1,52,2,1,1,3,9,2,0.220921,0.0824989,0.265209,0.311072,0.293891,0.337929,0.279615,0.63182,0.117008,6.42504,0.291542,,0.791048,17.7659,-4.70367,85.1475,0.791048,2.68,-2.4932181239128113,0.7615807056427002,0.475323,701.489990234375,,,,"18054"
"Korey Lee","HOU",49,168,155,33,22,6,1,4,17,17,10,1,50,1,1,0,3,2,0,0.214713,0.0620172,0.29484,0.210342,0.269063,0.344222,0.269443,0.613284,0.129508,4.42825,0.284521,,0.110124,13.8601,-5.39025,73.748,0.110124,0.21,-4.863182134926319,4.021805480122566,0.47465,684.1599731445312,,,,"25543"
"Chad Pinder",,71,270,249,60,39,12,0,9,29,33,16,0,75,3,2,0,6,1,0,0.242477,0.0591099,0.276717,0.213611,0.293253,0.405026,0.304436,0.698278,0.162549,2.56341,0.306148,,-0.215834,29.7173,-1.13819,88.4451,-0.215834,-0.58,-3.8384463042020798,-0.7301267683506012,0.473566,679.1699829101562,,,,"15191"
"Jonathan Aranda","TBR",76,302,272,65,44,13,1,7,31,32,23,1,70,4,2,0,6,1,0,0.23737,0.0761315,0.232053,0.328078,0.304449,0.367744,0.296732,0.672193,0.130374,3.06594,0.292346,,-0.22598,31.3596,-3.11712,97.4902,-0.22598,0.4,-1.0775241255760193,-4.102390378713608,0.464426,494.44000244140625,,,,"21837"
"Stuart Fairchild","CIN",78,268,241,57,35,12,1,9,32,31,20,1,76,5,2,0,4,4,1,0.23615,0.0739725,0.284128,0.260349,0.305725,0.40378,0.310322,0.709505,0.16763,4.84598,0.305463,,0.126722,30.7277,0.122565,92.4697,0.126722,0.62,-2.2149837017059326,-2.3945447206497192,0.461533,743.6799926757812,,,,"20321"
"Josh Lowe","TBR",72,288,259,56,36,13,1,6,30,27,25,1,95,2,2,1,3,7,2,0.217223,0.0855521,0.328515,0.260421,0.287307,0.348129,0.280618,0.635437,0.130906,5.31054,0.312902,,0.555962,26.2743,-6.66618,86.1137,0.555962,1.8,-3.945587694644928,-0.852834939956665,0.459553,444.8999938964844,,,,"19953"
"Wil Myers","CIN",120,482,434,103,65,22,2,14,56,53,42,1,140,2,3,1,8,6,2,0.238129,0.087584,0.28966,0.302368,0.307155,0.39642,0.308616,0.703575,0.158291,4.40564,0.3143,,-0.0413219,54.691,-0.432884,91.3027,-0.0413219,0.1,-4.91267791762948,-6.959634207189083,0.45645,237.0500030517578,,,,"10047"
"Eric Hosmer","CHC",104,423,382,100,73,17,1,9,46,43,35,2,69,2,2,1,12,3,1,0.26208,0.0823611,0.163142,0.504842,0.325954,0.379772,0.310456,0.705726,0.117692,3.27277,0.298469,,-0.308459,48.6208,0.238844,99.9433,-0.308459,-0.56,-0.336354311555624,-9.595830500125885,0.451869,493,,,,"3516"
"Francisco Mejía","TBR",87,317,294,67,44,15,1,7,29,34,15,0,68,5,2,0,5,1,0,0.226194,0.0467365,0.214034,0.21836,0.273252,0.352903,0.274659,0.626155,0.12671,2.87017,0.269552,,-0.222839,27.4086,-8.83512,81.9069,-0.222839,-5.84,-6.676265329122543,0.870725154876709,0.450415,453.3500061035156,,,,"16403"
"Nolan Jones","COL",79,305,270,66,42,14,1,8,37,32,31,1,88,2,1,0,5,3,1,0.243563,0.102302,0.28797,0.355253,0.325005,0.396471,0.317336,0.721476,0.152908,4.4595,0.328392,,-0.0565849,36.7106,1.83898,89.3827,-0.0565849,-0.2,-3.8184977509081364,-2.2525195628404617,0.439891,455.32000732421875,,,,"20529"
"Tucker Barnhart","CHC",90,324,289,63,47,11,0,4,28,27,27,1,77,3,2,2,7,0,0,0.21668,0.0825975,0.23916,0.345365,0.287551,0.302301,0.265289,0.589852,0.0856209,2.08036,0.279123,,-0.321229,25.5812,-11.4323,69.059,-0.321229,-1.79,-11.957609921693802,5.153441429138184,0.429083,644.52001953125,,,,"10200"
"Kerry Carpenter","DET",101,413,377,89,56,18,2,13,44,47,27,3,97,6,3,0,7,4,1,0.236174,0.0646062,0.235448,0.274396,0.294422,0.399811,0.300795,0.694233,0.163637,4.17823,0.281479,,-0.0276582,44.2982,-2.93747,96.5457,-0.0276582,-0.63,-1.6333876680582762,-7.47480571269989,0.425118,400.2699890136719,,,,"25961"
"Sal Frelick","MIL",32,131,120,31,22,6,1,2,14,12,9,1,19,1,1,0,3,2,1,0.261226,0.0675065,0.144211,0.46811,0.316946,0.370844,0.301651,0.68779,0.109618,5.01536,0.295695,,0.163262,14.1545,-0.843445,93.0981,0.163262,0,-0.8885126113891602,0.5010339021682739,0.422662,999,,,,"sa3017047"
"Odúbel Herrera",,38,146,133,33,22,6,1,4,16,15,10,0,27,1,1,0,3,2,1,0.248798,0.0668968,0.18681,0.358101,0.304838,0.388936,0.30342,0.693773,0.140137,4.61247,0.286049,,0.0264769,15.9162,-0.731609,95.8558,0.0264769,0.34,-0.6635073982179165,-0.08035933971405029,0.422495,999,,,,"11476"
"Nick Solak","CIN",50,191,172,44,30,8,1,5,23,20,14,0,41,3,1,1,4,3,1,0.25663,0.0744105,0.211955,0.351067,0.323845,0.403068,0.319638,0.726913,0.146438,4.81489,0.305299,,0.0542173,23.3716,1.50295,98.8395,0.0542173,-0.21,-0.20365384221076965,-2.2335061579942703,0.419717,687.1900024414062,,,,"19294"
"Juan Yepez","STL",79,313,286,68,41,14,1,12,36,41,21,1,72,3,2,0,5,1,0,0.239178,0.0686922,0.228633,0.300448,0.296548,0.423858,0.312366,0.720406,0.18468,3.12135,0.274266,,-0.222196,36.4169,0.651003,104.354,-0.222196,-0.04,1.3599704802036285,-7.981726683676243,0.409691,334.6199951171875,,,,"18400"
"Alex Call","WSN",80,299,267,62,40,13,1,8,33,29,26,0,66,4,2,1,5,5,1,0.231053,0.0864938,0.219545,0.393969,0.305915,0.373296,0.300626,0.67921,0.142243,4.42175,0.276613,,0.0769893,32.0471,-2.168,91.3794,0.0769893,-0.38,-2.9199510291218758,-3.251700520515442,0.409041,712.5399780273438,,,,"19296"
"Sam Huff","TEX",28,99,91,19,12,4,0,4,10,12,7,1,35,1,0,0,1,0,0,0.214089,0.0685142,0.349114,0.196251,0.274765,0.376077,0.283583,0.650842,0.161988,2.73231,0.299227,,-0.0612919,9.30761,-2.06769,83.0997,-0.0612919,0.48,-1.9532135277986526,2.6570062339305878,0.406575,626.47998046875,,,,"22209"
"Pedro Severino",,26,93,85,19,13,4,0,3,10,11,7,0,23,1,0,0,2,0,0,0.224091,0.0716208,0.249074,0.287548,0.286224,0.369217,0.288415,0.655442,0.145127,2.42346,0.272196,,-0.0783728,9.06688,-1.57752,88.2783,-0.0783728,0,-1.346133217215538,2.0233795642852783,0.399957,750.9400024414062,,,,"14523"
"Owen Miller","MIL",37,139,128,32,23,6,1,2,15,13,9,0,28,2,1,0,3,1,0,0.252134,0.0630776,0.202335,0.311749,0.30585,0.370448,0.297513,0.676298,0.118314,4.11559,0.304063,,-0.0737647,14.5724,-1.35357,90.2682,-0.0737647,-0.05,-1.6485507190227509,0.7439167015254498,0.397033,693.4299926757812,,,,"24655"
"Vidal Bruján","TBR",34,130,119,28,19,6,1,2,15,11,9,0,25,1,1,0,2,6,1,0.232874,0.0714337,0.195424,0.365531,0.292709,0.347707,0.283102,0.640416,0.114832,6.30125,0.278112,,0.554653,12.1506,-2.76014,87.8675,0.554653,0.38,-1.2256548404693604,0.816021054983139,0.393067,544.9500122070312,,,,"20536"
"Triston Casas","BOS",122,486,424,99,63,21,2,14,56,53,54,3,113,4,3,0,9,2,1,0.23449,0.111915,0.232834,0.480664,0.325602,0.391023,0.315011,0.716625,0.156533,3.28614,0.284836,,-0.377364,57.5894,2.03226,99.6937,-0.377364,-1.54,-0.544821247458458,-11.215005874633789,0.390073,235.3699951171875,,,,"22514"
"Joey Meneses","WSN",132,560,517,131,87,25,1,18,59,68,36,4,130,3,4,1,12,1,0,0.252813,0.0644966,0.232724,0.277138,0.303195,0.410974,0.308755,0.714169,0.158161,2.17609,0.30177,,-0.488636,63.6203,-0.4408,96.9384,-0.488636,-0.42,-2.481458932161331,-12.723158746957779,0.382676,204.49000549316406,,,,"14366"
"Blake Sabol","SFG",26,95,86,20,13,4,1,2,10,9,8,0,27,1,1,0,2,1,0,0.229355,0.0817147,0.287903,0.283828,0.296385,0.355159,0.287762,0.651544,0.125804,4.69908,0.312666,,0.0302719,9.19593,-1.65772,85.7681,0.0302719,-0.02,-1.5392294730991125,1.976373415440321,0.381211,999,,,,"sa3010269"
"Luis Torrens",,30,106,96,23,15,4,0,3,11,11,8,0,26,1,1,1,2,0,0,0.235557,0.0724618,0.248409,0.291703,0.295371,0.372929,0.29357,0.6683,0.137372,2.57479,0.293888,,-0.0933275,10.7107,-1.35609,88.3969,-0.0933275,-0.74,-1.5159481316804886,1.5773611068725586,0.379239,746.97998046875,,,,"15905"
"Curt Casali","CIN",57,202,177,36,22,6,0,7,20,23,21,1,62,2,1,0,3,0,0,0.202447,0.104827,0.30882,0.339445,0.295093,0.358837,0.290791,0.653929,0.156389,1.78532,0.265505,,-0.188875,20.0745,-3.04461,79.1146,-0.188875,-0.67,-5.094993278384209,1.8609786629676819,0.374683,718.6199951171875,,,,"12510"
"Sean Bouchard","COL",54,202,180,45,27,11,1,6,26,23,18,0,53,2,1,0,3,3,1,0.24793,0.0903978,0.260593,0.346892,0.321293,0.422151,0.324969,0.743444,0.174221,4.70916,0.313725,,0.0358468,25.5272,2.44169,94.602,0.0358468,0.68,-1.2303362041711807,-2.0187678933143616,0.37206,562.8300170898438,,,,"21270"
"Tucupita Marcano","PIT",39,149,135,33,23,6,1,2,16,14,12,0,26,1,1,1,3,3,1,0.244208,0.0801927,0.17355,0.462073,0.307428,0.356703,0.293451,0.664131,0.112495,5.23544,0.284293,,0.169621,15.102,-1.92793,87.4555,0.169621,-0.07,-2.001030743122101,0.5303240343928337,0.371705,750.719970703125,,,,"22871"
"Didi Gregorius",,35,137,125,29,19,6,1,3,14,14,8,0,22,2,1,0,2,1,0,0.230934,0.0576652,0.16365,0.35237,0.282693,0.359576,0.28111,0.64227,0.128642,3.96145,0.256569,,-0.0415034,12.5069,-3.10629,80.3565,-0.0415034,0.55,-3.1087560802698135,2.154074013233185,0.369249,999,,,,"6012"
"Jared Walsh","LAA",108,438,398,93,58,18,1,16,50,51,32,3,120,5,3,0,8,2,1,0.232851,0.0738914,0.274671,0.269017,0.296367,0.402715,0.303353,0.699082,0.169864,3.17541,0.290212,,-0.241759,47.9033,-2.22654,95.2724,-0.241759,0.29,-2.5740585774183273,-7.899074524641037,0.366445,328.1400146484375,,,,"18607"
"Lenyn Sosa","CHW",31,121,113,28,20,6,0,3,12,13,6,0,23,1,1,0,2,1,0,0.251077,0.0468655,0.190796,0.245631,0.289864,0.379892,0.291694,0.669756,0.128816,3.38544,0.290798,,-0.0301215,12.0743,-1.73144,88.3086,-0.0301215,0.29,-1.6185651365667582,1.2204762995243073,0.361961,733.27001953125,,,,"22896"
"Elly De La Cruz","CIN",45,187,175,42,26,9,1,5,22,20,10,1,59,1,1,0,2,5,1,0.24232,0.0549934,0.317511,0.173201,0.286467,0.401953,0.29804,0.688419,0.159633,6.21129,0.333747,,0.511614,19.6752,-1.74185,84.0712,0.511614,0,-2.9546953439712524,0.1000925824046135,0.361937,999,,,,"sa3009289"
"Brian Serven","COL",63,230,210,48,31,10,1,5,24,23,15,0,51,3,2,1,4,1,0,0.226767,0.0632237,0.219556,0.287961,0.28562,0.357089,0.283588,0.642709,0.130322,3.14802,0.272441,,-0.17698,21.5546,-4.78732,66.3062,-0.17698,0,-9.19518706202507,4.860570907592773,0.358688,717.219970703125,,,,"19422"
"Mark Mathias","TEX",31,115,103,23,15,5,0,3,12,11,10,0,30,2,1,0,2,2,1,0.226139,0.0854868,0.259743,0.32912,0.301855,0.36623,0.295062,0.668085,0.140091,4.51589,0.288262,,0.0487782,11.8418,-1.34528,91.204,0.0487782,0,-1.0927365757524967,0.6779894232749939,0.342121,749.2999877929688,,,,"18032"
"Bobby Dalbec","BOS",56,211,190,43,24,8,1,10,26,28,17,1,70,3,1,0,3,1,0,0.228366,0.080715,0.33149,0.243492,0.300463,0.435212,0.31881,0.735674,0.206846,3.88481,0.30171,,-0.0955235,25.6673,1.52064,102.376,-0.0955235,-0.38,0.4690578058362007,-3.9748235940933228,0.338095,535.02001953125,,,,"19966"
"Tyler Naquin","MIL",40,147,134,32,20,7,1,5,17,17,10,1,38,2,1,0,2,2,1,0.239962,0.0706204,0.258372,0.273328,0.300193,0.410214,0.308555,0.710407,0.170252,4.54999,0.296593,,0.0143317,16.614,-0.138645,97.8184,0.0143317,-0.5,-0.3570173243060708,-1.3974478244781494,0.333345,715.1300048828125,,,,"13359"
"Diego Castillo","ARI",32,100,92,23,15,5,0,3,11,12,6,0,20,1,1,0,2,1,0,0.251027,0.0611698,0.204951,0.298461,0.300951,0.405302,0.306905,0.706253,0.154275,3.85788,0.291676,,-0.0353573,11.1648,-0.224823,95.3773,-0.0353573,0,-0.5703301206231117,0.365983247756958,0.330415,626.8699951171875,,,,"19906"
"Victor Reyes","CHW",50,191,178,45,32,9,1,4,21,19,11,0,40,1,1,0,4,3,1,0.253582,0.055679,0.209128,0.266243,0.299045,0.376653,0.295914,0.675698,0.12307,4.85238,0.305702,,0.0807687,19.7824,-2.10318,91.2875,0.0807687,0.03,-1.7957279682159424,-1.1783024985343218,0.327798,742.219970703125,,,,"15487"
"Jonah Bride","OAK",27,102,89,21,15,4,0,1,10,9,9,0,19,2,1,1,2,0,0,0.234876,0.0893624,0.183758,0.486304,0.316336,0.337683,0.293925,0.654019,0.102807,2.75882,0.2798,,-0.0934229,10.3482,-1.27793,95.6658,-0.0934229,0.05,-0.5893141627311707,0.4634104557335377,0.326797,999,,,,"24703"
"Riley Adams","WSN",56,200,178,37,23,8,0,6,20,20,17,0,67,4,1,0,3,0,0,0.206231,0.0842752,0.335293,0.251348,0.289575,0.350967,0.285083,0.640542,0.144735,2.92538,0.292262,,-0.162737,18.9528,-3.91897,80.7521,-0.162737,-3.32,-4.63582569360733,1.0010650157928467,0.324965,743.489990234375,,,,"19864"
"Evan White","SEA",35,138,125,29,18,6,0,6,16,16,10,0,36,1,1,0,2,1,0,0.235195,0.0736549,0.264469,0.278501,0.29721,0.418676,0.311352,0.715885,0.18348,3.76013,0.284254,,-0.0403384,15.9392,0.175938,107.553,-0.0403384,0.26,1.1313645876944065,-2.443549156188965,0.323233,743.0499877929688,,,,"20078"
"Zach McKinstry","CHC",30,113,101,24,16,5,1,2,12,11,9,0,26,1,1,1,2,2,0,0.242721,0.0827719,0.229526,0.36062,0.312171,0.374382,0.302848,0.686553,0.13166,4.89733,0.303227,,0.0318511,12.2537,-0.616786,94.7409,0.0318511,0.08,-0.6558924950659275,-0.10520371794700623,0.317709,692.239990234375,,,,"19392"
"Elehuris Montero","COL",77,308,282,70,43,16,1,10,36,37,19,0,78,4,2,0,5,1,0,0.249049,0.063129,0.254255,0.24829,0.304126,0.420307,0.315057,0.724433,0.171258,3.26695,0.307018,,-0.214986,36.4914,1.29863,87.8243,-0.214986,-0.66,-4.568824723362923,-2.7653574347496033,0.317183,519.8099975585938,,,,"20543"
"Gavin Sheets","CHW",88,324,294,70,44,13,1,12,36,39,24,1,69,3,2,0,6,1,0,0.237156,0.0748838,0.213145,0.351328,0.299017,0.408171,0.308341,0.707188,0.171015,2.78582,0.268535,,-0.249576,36.6329,-0.360954,100.061,-0.249576,-1.1,-0.2273536827415228,-7.146093964576721,0.307728,517.489990234375,,,,"19901"
"Nick Madrigal","CHC",30,121,111,30,25,5,1,0,13,9,7,0,12,2,1,1,4,2,1,0.273875,0.0550364,0.10171,0.541109,0.32206,0.330288,0.291093,0.652348,0.0564137,4.64853,0.305767,,-0.0289512,12.0051,-1.78739,86.7032,-0.0289512,0.24,-1.8923794738948345,0.7089197188615799,0.301846,637.4299926757812,,,,"20521"
"Adam Engel","SDP",70,238,220,49,33,10,1,5,27,21,13,0,66,4,1,0,3,8,2,0.222471,0.0528927,0.275035,0.192313,0.276546,0.343098,0.273755,0.619644,0.120627,6.31087,0.293272,,0.514765,20.4298,-6.81166,78.2548,0.514765,2.13,-5.504148364067078,0.14538514614105225,0.278947,748.8300170898438,,,,"15082"
"Keston Hiura","MIL",70,275,244,53,30,11,1,11,34,33,23,1,100,6,1,1,4,4,1,0.218492,0.0825189,0.36239,0.227707,0.300199,0.408556,0.310566,0.708755,0.190064,4.73703,0.312391,,-0.0426359,31.6126,0.179097,99.1937,-0.0426359,0.04,-0.3001684434711933,-6.318331681191921,0.276189,519.489990234375,,,,"20003"
"Carter Kieboom","WSN",50,195,173,40,28,8,1,4,20,18,19,1,44,3,1,0,4,1,0,0.231037,0.0955077,0.226173,0.422278,0.313864,0.347078,0.294652,0.660942,0.116041,3.15096,0.287564,,-0.16357,20.0069,-2.34378,87.2951,-0.16357,-0.78,-3.0488494634628296,-0.9337530732154846,0.272345,730.3800048828125,,,,"19958"
"Nelson Cruz","SDP",90,371,340,82,53,15,0,14,42,47,22,1,86,4,3,0,8,1,1,0.241342,0.0600957,0.232851,0.258087,0.294143,0.409123,0.305559,0.703266,0.167781,2.73873,0.281372,,-0.276337,41.1512,-1.2329,100.001,-0.276337,0,-0.2758220889372751,-9.614421844482422,0.270976,510.0299987792969,,,,"2434"
"Brad Miller","TEX",82,296,263,58,36,11,1,11,34,34,29,1,85,2,2,0,5,3,1,0.22181,0.0967373,0.28548,0.338859,0.300639,0.396456,0.305373,0.697095,0.174646,4.1691,0.279723,,-0.0500064,32.8391,-1.02884,98.4833,-0.0500064,-0.3,-0.5555323734879494,-6.299515545368195,0.270739,647.9400024414062,,,,"12775"
"Will Benson","CIN",48,158,137,29,17,6,1,5,18,16,18,1,48,2,1,0,2,3,1,0.21145,0.111247,0.303813,0.366169,0.306603,0.369248,0.298773,0.675851,0.157798,5.23971,0.284954,,0.185265,16.6461,-1.37379,84.5724,0.185265,-0.02,-2.6394472420215607,-0.179960448294878,0.260678,640.760009765625,,,,"21853"
"Andrew Knizner","STL",58,201,181,40,28,7,0,5,20,20,16,0,40,3,1,0,4,0,0,0.221792,0.0788493,0.199863,0.394516,0.294316,0.342553,0.283408,0.636869,0.120761,2.29517,0.258446,,-0.185591,18.8166,-4.21425,84.5534,-0.185591,-5.04,-3.8002371788024902,-0.5730247497558594,0.252339,736.8300170898438,,,,"19514"
"JJ Bleday","OAK",102,405,357,73,43,16,2,12,40,43,41,0,111,3,3,1,5,3,1,0.203036,0.100611,0.275375,0.365358,0.287891,0.355132,0.285451,0.643023,0.152096,3.6914,0.257184,,-0.11511,38.4654,-7.81093,89.6838,-0.11511,-1.61,-4.813230574131012,-5.676079630851746,0.252048,560.3300170898438,,,,"26368"
"Miguel Sanó",,62,244,215,45,23,9,0,12,30,34,25,0,89,2,1,0,3,1,0,0.208291,0.103628,0.363992,0.284697,0.295879,0.421732,0.313365,0.71761,0.213441,2.78464,0.282812,,-0.158984,28.5731,0.700767,102.764,-0.158984,-0.38,0.6114731132984161,-6.223325133323669,0.248893,701.4400024414062,,,,"12164"
"Cal Mitchell","PIT",70,276,253,64,43,14,1,5,29,30,18,1,56,3,2,0,5,3,1,0.251001,0.0653604,0.201728,0.324002,0.305738,0.376998,0.299071,0.682736,0.125997,3.92512,0.300334,,-0.0771873,29.2458,-2.3427,91.2983,-0.0771873,-0.81,-2.8701112419366837,-4.05953723192215,0.248309,658.4099731445312,,,,"22169"
"Ezequiel Duran","TEX",62,240,224,50,33,11,1,5,25,22,13,1,63,2,1,0,3,5,1,0.225061,0.0541635,0.261012,0.207514,0.27251,0.353447,0.273486,0.625957,0.128386,5.33782,0.288225,,0.214621,20.5579,-6.92291,75.9716,0.214621,0.01,-6.283664345741272,0.9059470389038324,0.239056,645.489990234375,,,,"23733"
"José Azocar","SDP",39,134,126,31,23,5,1,2,15,12,6,0,33,1,1,0,2,4,1,0.245258,0.0477691,0.242409,0.19706,0.284463,0.346967,0.277169,0.631429,0.101709,5.88897,0.313992,,0.230963,11.8829,-3.47628,80.5887,0.230963,1.3,-2.798352375626564,0.54511958360672,0.237924,750.9199829101562,,,,"18821"
"Gavin Lux","LAD",13,51,46,12,8,3,0,1,6,5,5,0,11,0,0,0,1,1,0,0.255638,0.091879,0.209413,0.438746,0.325861,0.396507,0.317023,0.722368,0.140869,5.01729,0.309047,,0.0175711,6.12806,0.294904,105.761,0.0175711,0,0.35901011526584625,0.1874375343322754,0.237585,267.55999755859375,,,,"19955"
"Jackie Bradley Jr.",,60,215,194,42,27,10,1,4,22,20,16,0,52,3,1,1,4,3,1,0.215348,0.0743331,0.242067,0.307076,0.28392,0.337884,0.275973,0.621804,0.122536,4.65704,0.270382,,0.0333188,18.807,-5.7659,76.7877,0.0333188,0.58,-5.671143691986799,0.886090487241745,0.236493,999,,,,"12984"
"Andy Ibáñez","DET",22,81,74,18,12,4,0,2,8,8,5,0,13,1,1,0,1,1,0,0.243115,0.0631789,0.164265,0.384616,0.295651,0.380804,0.295972,0.676455,0.13769,3.96994,0.270196,,-0.0321663,8.34417,-0.883018,93.1406,-0.0321663,0.34,-0.6550373584032059,0.2280246913433075,0.225021,749.27001953125,,,,"18819"
"Ryan McKenna","BAL",32,95,85,20,13,4,1,2,11,9,8,0,28,1,0,1,2,2,0,0.232795,0.0851953,0.298363,0.285542,0.306296,0.370656,0.298901,0.676952,0.137861,5.19271,0.319056,,0.0735346,10.0168,-0.8162,94.2081,0.0735346,0.43,-0.5439313799142838,-0.3318995237350464,0.224859,999,,,,"19928"
"Luis González","SFG",39,147,131,31,21,6,1,2,16,13,13,0,33,1,1,0,2,3,1,0.234311,0.0879187,0.224021,0.392458,0.305948,0.352483,0.291743,0.658431,0.118171,5.74821,0.291225,,0.207551,14.6603,-2.09579,88.4902,0.207551,0.13,-1.7520395815372467,-1.0600616931915283,0.222403,735.7000122070312,,,,"20332"
"Cooper Hummel","SEA",28,98,85,18,12,4,0,2,11,8,11,0,28,1,0,0,2,1,0,0.210722,0.110943,0.287361,0.386074,0.308841,0.338319,0.291059,0.64716,0.127597,4.51556,0.286165,,0.0222516,9.77906,-1.45903,93.2265,0.0222516,-2.43,-0.7268635295331478,-0.2931945323944092,0.221564,738.1599731445312,,,,"19458"
"Romy Gonzalez","CHW",49,187,172,38,25,8,1,5,20,18,12,0,59,2,1,0,3,3,1,0.221131,0.0626174,0.318177,0.196801,0.276557,0.354328,0.277399,0.630885,0.133197,4.79899,0.306435,,0.137451,16.5716,-4.80383,78.2161,0.137451,-0.07,-4.444979012012482,0.5848415419459343,0.219842,711.9000244140625,,,,"21562"
"Cristian Pache","OAK",66,232,213,46,32,9,1,3,21,18,14,0,64,1,1,3,4,3,1,0.21621,0.0586874,0.275909,0.212706,0.265935,0.316939,0.257811,0.582874,0.100729,4.73308,0.29175,,0.0644876,16.986,-9.58892,70.17,0.0644876,1.41,-7.736851587891579,2.425509214401245,0.219532,741.6500244140625,,,,"19948"
"Edouard Julien","MIN",16,57,50,11,8,2,0,1,7,5,7,0,17,1,0,0,1,1,0,0.230828,0.114809,0.301418,0.380896,0.325325,0.35747,0.30428,0.682795,0.126642,4.97268,0.327084,,0.0757048,6.29685,-0.248571,99.1634,0.0757048,0,0.021818723529577255,0.21032480895519257,0.2158,999,,,,"sa3014445"
"Alan Trejo","COL",39,144,135,33,21,8,1,4,16,16,6,0,35,1,1,1,2,1,0,0.243871,0.0433924,0.24554,0.176722,0.282404,0.393917,0.293755,0.676321,0.150046,4.34781,0.300694,,-0.044222,14.635,-1.82919,73.2582,-0.044222,0.53,-4.517792820930481,1.7268826961517334,0.215609,658.97998046875,,,,"20056"
"Darin Ruf","NYM",50,184,160,35,22,7,0,6,21,21,20,0,51,2,1,0,3,1,0,0.221178,0.109438,0.278542,0.392896,0.314959,0.37902,0.307872,0.693978,0.157842,2.52338,0.283332,,-0.16741,20.7648,-0.273922,103.741,-0.16741,-0.24,0.6323122978210449,-4.78178571164608,0.214291,729.489990234375,,,,"9929"
